seqname,tax_id
92_PF00750a,s__Halorubrum_coriense
93_PF00750a,s__Halobiforma_haloterrestris
94_PF00750a,s__Halovivax_asiaticus
95_PF00750a,s__Halovivax_ruber
96_PF00750a,s__Natrinema_ejinorense
97_PF00750a,s__Natronolimnobius_baerhuensis
98_PF00750a,s__Salinarchaeum_sp._Harcht-Bsk1
99_PF00750a,g__Methanobacterium
100_PF00750a,s__Methanobacterium_congolense
101_PF00750a,s__Methanobacterium_lacus
102_PF00750a,s__Methanobacterium_paludis
103_PF00750a,s__Methanobacterium_sp._SMA-27
104_PF00750a,s__Methanobacterium_subterraneum
105_PF00750a,s__Methanobrevibacter_arboriphilus
106_PF00750a,s__Methanobrevibacter_curvatus
107_PF00750a,s__Methanobrevibacter_cuticularis
108_PF00750a,s__Methanobrevibacter_filiformis
109_PF00750a,s__Methanobrevibacter_millerae
110_PF00750a,s__Methanobrevibacter_oralis
111_PF00750a,s__Methanobrevibacter_ruminantium
112_PF00750a,s__Methanobrevibacter_smithii
113_PF00750a,s__Methanobrevibacter_sp._YE315
114_PF00750a,s__Methanobrevibacter_wolinii
115_PF00750a,g__Methanosphaera
116_PF00750a,s__Methanosphaera_cuniculi
117_PF00750a,g__Methanothermobacter
118_PF00750a,s__Methanothermobacter_sp._MT-2
119_PF00750a,s__Methanothermus_fervidus
120_PF00750a,s__Methanocaldococcus_infernus
121_PF00750a,s__Methanocaldococcus_jannaschii
122_PF00750a,s__Methanocaldococcus_villosus
123_PF00750a,s__Methanotorris_igneus
124_PF00750a,s__Methanococcus_aeolicus
125_PF00750a,s__Methanococcus_maripaludis
126_PF00750a,s__Methanococcus_vannielii
127_PF00750a,s__Methanococcus_voltae
128_PF00750a,s__Methanothermococcus_okinawensis
129_PF00750a,s__Methanothermococcus_thermolithotrophicus
130_PF00750a,s__Methanocella_arvoryzae
131_PF00750a,s__Methanocella_conradii
132_PF00750a,s__Methanocella_paludicola
133_PF00750a,s__Methanocalculus_sp._52_23
134_PF00750a,s__Methanocorpusculum_labreanum
135_PF00750a,s__Methanoculleus_sp._SDB
136_PF00750a,s__Methanoculleus_thermophilus
137_PF00750a,s__Methanofollis_ethanolicus
138_PF00750a,s__Methanofollis_liminatans
139_PF00750a,s__Methanolacinia_petrolearia
140_PF00750a,s__Methanomicrobium_mobile
141_PF00750a,s__Methanoplanus_limicola
142_PF00750a,s__Methanolinea_sp._SDB
143_PF00750a,s__Methanolinea_tarda
144_PF00750a,s__Methanoregula_boonei
145_PF00750a,s__Methanoregula_formicica
146_PF00750a,s__Methanosphaerula_palustris
147_PF00750a,s__Methanospirillum_hungatei
148_PF00750a,s__Candidatus_Methanoperedens_nitroreducens
149_PF00750a,s__Candidatus_Methanoperedens_nitroreducens
150_PF00750a,s__Candidatus_Methanoperedens_sp._BLZ1
151_PF00750a,s__Methanococcoides_burtonii
152_PF00750a,s__Methanohalobium_evestigatum
153_PF00750a,s__Methanohalophilus_euhalobius
154_PF00750a,s__Methanolobus_psychrotolerans
155_PF00750a,s__Methanomethylovorans_hollandica
156_PF00750a,s__Methanosalsum_zhilinae
157_PF00750a,s__Methanosarcina_barkeri
158_PF00750a,s__Methanosaeta_harundinacea
159_PF00750a,s__Methanosaeta_sp._ASO1
160_PF00750a,s__Methanothrix_soehngenii
161_PF00750a,s__Methanothrix_thermoacetophila
162_PF00750a,s__Candidatus_Methanohalarchaeum_thermophilum
163_PF00750a,s__Methanonatronarchaeum_thermophilum
164_PF00750a,s__Methanopyrus_kandleri
165_PF00750a,s__Palaeococcus_ferrophilus
166_PF00750a,s__Palaeococcus_pacificus
167_PF00750a,s__Pyrococcus_abyssi
168_PF00750a,s__Pyrococcus_furiosus
169_PF00750a,s__Pyrococcus_horikoshii
170_PF00750a,s__Pyrococcus_sp._NA2
171_PF00750a,s__Pyrococcus_sp._ST04
172_PF00750a,s__Pyrococcus_yayanosii
173_PF00750a,s__Thermococcus_barophilus
174_PF00750a,s__Thermococcus_celer
175_PF00750a,s__Thermococcus_piezophilus
176_PF00750a,s__Thermococcus_sibiricus
177_PF00750a,s__Thermococcus_sp._P6
178_PF00750a,s__Thermococcus_sp._PK
179_PF00750a,s__Thermococcus_zilligii
180_PF00750a,s__Candidatus_Methanomethylophilus_alvus
181_PF00750a,s__Candidatus_Methanoplasma_termitum
182_PF00750a,s__Candidatus_Methanomassiliicoccus_intestinalis
183_PF00750a,s__Methanomassiliicoccus_luminyensis
184_PF00750a,s__Cuniculiplasma_divulgatum
185_PF00750a,g__Acidiplasma
186_PF00750a,g__Ferroplasma
187_PF00750a,s__Picrophilus_torridus
188_PF00750a,s__Thermoplasma_acidophilum
189_PF00750a,s__Thermoplasma_volcanium
190_PF00750a,g__Candidatus_Nitrosocaldus
191_PF00750a,s__Candidatus_Nitrosocosmicus_oleophilus
192_PF00750a,s__Candidatus_Nitrososphaera_gargensis
193_PF00750a,s__Nitrososphaera_viennensis
