seqname,tax_id
1_PF01200,s__Acidilobus_sp._7A
2_PF01200,s__uncultured_Acidilobus_sp._CIS
3_PF01200,s__Caldisphaera_sp.
4_PF01200,s__Aeropyrum_camini
5_PF01200,s__Desulfurococcus_amylolyticus
6_PF01200,s__Ignicoccus_islandicus
7_PF01200,s__Ignisphaera_aggregans
8_PF01200,s__Staphylothermus_hellenicus
9_PF01200,s__Thermogladius_calderae
10_PF01200,s__Thermosphaera_aggregans
11_PF01200,s__Zestosphaera_tikiterensis
12_PF01200,s__Hyperthermus_butylicus
13_PF01200,s__Pyrolobus_fumarii
14_PF01200,s__Fervidicoccus_sp.
15_PF01200,g__Acidianus
16_PF01200,s__Sulfolobus_sp._A20
17_PF01200,s__Sulfuracidifex_metallicus
18_PF01200,s__Thermofilum_adornatum
19_PF01200,s__Thermofilum_sp._ex4484_15
20_PF01200,s__Thermofilum_sp._ex4484_79
21_PF01200,s__Thermofilum_uzonense
22_PF01200,s__Caldivirga_sp._MU80
23_PF01200,s__Pyrobaculum_arsenaticum
24_PF01200,s__Pyrobaculum_islandicum
25_PF01200,s__Pyrobaculum_sp._WP30
26_PF01200,s__Thermocladium_sp._ECH_B
27_PF01200,s__Thermoproteus_sp._JCHS_4
28_PF01200,s__Vulcanisaeta_moutnovskia
29_PF01200,s__Vulcanisaeta_sp._AZ3
30_PF01200,s__Vulcanisaeta_sp._EB80
31_PF01200,s__Archaeoglobus_fulgidus
32_PF01200,s__Archaeoglobus_profundus
33_PF01200,s__Archaeoglobus_sulfaticallidus
34_PF01200,s__Ferroglobus_placidus
35_PF01200,s__Geoglobus_acetivorans
36_PF01200,s__uncultured_Candidatus_Thalassoarchaea_euryarchaeote
37_PF01200,g__Halomicrobium
38_PF01200,s__Halorhabdus_tiamatea
39_PF01200,g__Natronomonas
40_PF01200,g__Natronomonas
41_PF01200,s__Natronomonas_pharaonis
42_PF01200,s__Haladaptatus_paucihalophilus
43_PF01200,s__Halalkalicoccus_jeotgali
44_PF01200,s__Halanaeroarchaeum_sulfurireducens
45_PF01200,s__Halarchaeum_acidiphilum
46_PF01200,g__Halobacterium
47_PF01200,s__Halodesulfurarchaeum_formicicum
48_PF01200,s__Halovenus_aranensis
49_PF01200,g__Halococcus
50_PF01200,g__Halococcus
51_PF01200,s__Halococcus_agarilyticus
52_PF01200,s__Haloferax_mucosum
53_PF01200,g__Haloplanus
54_PF01200,g__Haloprofundus
55_PF01200,s__Candidatus_Halobonum_tyrrellensis
56_PF01200,s__Halobaculum_gomorrense
57_PF01200,s__Halohasta_litchfieldiae
58_PF01200,g__Halolamina
59_PF01200,s__Halopenitus_malekzadehii
60_PF01200,s__Halorubrum_sp._J07HR59
61_PF01200,s__Halorubrum_vacuolatum
62_PF01200,s__Halobiforma_nitratireducens
63_PF01200,g__Natronolimnobius
64_PF01200,s__Salinarchaeum_sp._Harcht-Bsk1
65_PF01200,g__Methanobacterium
66_PF01200,g__Methanobacterium
67_PF01200,s__Methanobacterium_paludis
68_PF01200,g__Methanobrevibacter
69_PF01200,g__Methanobrevibacter
70_PF01200,s__Methanobrevibacter_ruminantium
71_PF01200,s__Methanosphaera_cuniculi
72_PF01200,s__Methanothermobacter_wolfeii
73_PF01200,s__Methanothermus_fervidus
74_PF01200,s__Methanocaldococcus_fervens
75_PF01200,s__Methanocaldococcus_infernus
76_PF01200,s__Methanocaldococcus_villosus
77_PF01200,s__Methanotorris_igneus
78_PF01200,s__Methanococcus_aeolicus
79_PF01200,s__Methanococcus_maripaludis
80_PF01200,s__Methanococcus_vannielii
81_PF01200,s__Methanococcus_voltae
82_PF01200,s__Methanothermococcus_okinawensis
83_PF01200,s__Methanothermococcus_thermolithotrophicus
84_PF01200,s__Methanocella_arvoryzae
85_PF01200,s__Methanocella_conradii
86_PF01200,s__Methanocella_paludicola
87_PF01200,s__Methanocorpusculum_parvum
88_PF01200,s__Methanoculleus_marisnigri
89_PF01200,s__Methanoculleus_sp._SDB
90_PF01200,s__Methanoculleus_thermophilus
91_PF01200,s__Methanogenium_cariaci
92_PF01200,s__Methanomicrobium_mobile
93_PF01200,s__Methanoplanus_limicola
94_PF01200,s__Methanoregula_formicica
95_PF01200,s__Methanosphaerula_palustris
96_PF01200,s__Candidatus_Methanoperedens_nitroreducens
97_PF01200,s__Candidatus_Methanoperedens_sp._BLZ2
98_PF01200,s__Methanohalobium_evestigatum
99_PF01200,g__Methanohalophilus
100_PF01200,s__Methanolobus_psychrophilus
101_PF01200,s__Methanomethylovorans_hollandica
102_PF01200,s__Methanosarcina_flavescens
