seqname,tax_id
144_PF01280,s__Natrinema_ejinorense
145_PF01280,s__Natrinema_versiforme
146_PF01280,s__Natronobacterium_texcoconense
147_PF01280,s__Natronococcus_amylolyticus
148_PF01280,s__Natronococcus_jeotgali
149_PF01280,s__Natronolimnobius_aegyptiacus
150_PF01280,s__Natronolimnobius_innermongolicus
151_PF01280,s__Natronorubrum_bangense
152_PF01280,s__Natronorubrum_sulfidifaciens
153_PF01280,s__Natronorubrum_texcoconense
154_PF01280,s__Natronorubrum_thiooxidans
155_PF01280,s__Salinarchaeum_sp._Harcht-Bsk1
156_PF01280,g__Methanobacterium
157_PF01280,g__Methanobacterium
158_PF01280,s__Methanobacterium_congolense
159_PF01280,s__Methanobacterium_lacus
160_PF01280,g__Methanobrevibacter
161_PF01280,s__Methanobrevibacter_arboriphilus
163_PF01280,s__Methanobrevibacter_curvatus
164_PF01280,s__Methanobrevibacter_cuticularis
165_PF01280,s__Methanobrevibacter_filiformis
166_PF01280,s__Methanobrevibacter_millerae
167_PF01280,s__Methanobrevibacter_olleyae
168_PF01280,s__Methanobrevibacter_oralis
169_PF01280,s__Methanobrevibacter_ruminantium
170_PF01280,s__Methanobrevibacter_smithii
171_PF01280,s__Methanobrevibacter_sp._87.7
172_PF01280,s__Methanobrevibacter_sp._YE315
173_PF01280,g__Methanosphaera
174_PF01280,s__Methanosphaera_cuniculi
175_PF01280,s__Methanosphaera_sp._WGK6
176_PF01280,g__Methanothermobacter
177_PF01280,s__Methanothermobacter_sp._MT-2
178_PF01280,s__Methanothermobacter_wolfeii
179_PF01280,s__Methanothermus_fervidus
180_PF01280,s__Methanocaldococcus_bathoardescens
181_PF01280,s__Methanocaldococcus_infernus
182_PF01280,s__Methanocaldococcus_sp._FS406-22
183_PF01280,s__Methanocaldococcus_villosus
184_PF01280,s__Methanocaldococcus_vulcanius
185_PF01280,s__Methanotorris_formicicus
186_PF01280,s__Methanotorris_igneus
187_PF01280,s__Methanococcus_aeolicus
188_PF01280,s__Methanococcus_maripaludis
189_PF01280,s__Methanococcus_vannielii
190_PF01280,s__Methanococcus_voltae
191_PF01280,s__Methanothermococcus_okinawensis
192_PF01280,s__Methanothermococcus_thermolithotrophicus
193_PF01280,s__Methanocella_arvoryzae
194_PF01280,s__Methanocella_conradii
195_PF01280,s__Methanocella_paludicola
196_PF01280,s__Methanocalculus_sp._52_23
197_PF01280,s__Methanocorpusculum_labreanum
198_PF01280,s__Methanoculleus_bourgensis
199_PF01280,s__Methanoculleus_chikugoensis
200_PF01280,s__Methanoculleus_horonobensis
201_PF01280,s__Methanoculleus_marisnigri
202_PF01280,s__Methanoculleus_marisnigri
203_PF01280,s__Methanoculleus_sediminis
204_PF01280,s__Methanoculleus_sp._SDB
205_PF01280,s__Methanoculleus_thermophilus
206_PF01280,s__Methanofollis_ethanolicus
207_PF01280,s__Methanofollis_liminatans
208_PF01280,s__Methanogenium_cariaci
209_PF01280,g__Methanolacinia
210_PF01280,s__Methanomicrobium_mobile
211_PF01280,s__Methanoplanus_limicola
212_PF01280,s__Methanolinea_sp._SDB
213_PF01280,s__Methanolinea_tarda
214_PF01280,s__Methanoregula_boonei
215_PF01280,s__Methanoregula_formicica
216_PF01280,s__Methanosphaerula_palustris
217_PF01280,s__Methanospirillum_hungatei
218_PF01280,s__Candidatus_Methanoperedens_nitroreducens
219_PF01280,s__Candidatus_Methanoperedens_nitroreducens
220_PF01280,s__Candidatus_Methanoperedens_sp._BLZ2
221_PF01280,g__Methanococcoides
222_PF01280,s__Methanococcoides_burtonii
223_PF01280,s__Methanococcoides_methylutens
224_PF01280,s__Methanohalobium_evestigatum
225_PF01280,g__Methanohalophilus
226_PF01280,s__Methanolobus_profundi
227_PF01280,s__Methanolobus_psychrophilus
228_PF01280,s__Methanolobus_sp._T82-4
229_PF01280,s__Methanolobus_tindarius
230_PF01280,s__Methanolobus_vulcani
231_PF01280,s__Methanomethylovorans_hollandica
232_PF01280,s__Methanosalsum_zhilinae
233_PF01280,g__Methanosarcina
234_PF01280,g__Methanosarcina
235_PF01280,s__Methanosarcina_flavescens
236_PF01280,s__Methanosarcina_horonobensis
237_PF01280,s__Methanosarcina_lacustris
238_PF01280,s__Methanosarcina_siciliae
239_PF01280,s__Methanosarcina_sp._Ant1
240_PF01280,s__Methanosarcina_sp._MTP4
241_PF01280,s__Methanosaeta_harundinacea
242_PF01280,s__Methanosaeta_harundinacea
243_PF01280,s__Methanosaeta_sp._NSM2
244_PF01280,s__Methanothrix_soehngenii
245_PF01280,s__Methanothrix_thermoacetophila
246_PF01280,s__Methermicoccus_shengliensis
247_PF01280,s__Candidatus_Methanohalarchaeum_thermophilum
248_PF01280,s__Methanonatronarchaeum_thermophilum
249_PF01280,g__Methanopyrus
250_PF01280,s__Palaeococcus_ferrophilus
251_PF01280,s__Palaeococcus_pacificus
252_PF01280,s__Pyrococcus_sp._NA2
253_PF01280,s__Pyrococcus_yayanosii
254_PF01280,g__Thermococcus
255_PF01280,s__Thermococcus_barophilus
256_PF01280,s__Thermococcus_celer
257_PF01280,s__Thermococcus_cleftensis
258_PF01280,s__Thermococcus_piezophilus
259_PF01280,s__Thermococcus_profundus
260_PF01280,s__Thermococcus_sibiricus
261_PF01280,s__Thermococcus_siculi
262_PF01280,s__Thermococcus_sp._AM4
263_PF01280,s__Thermococcus_sp._P6
264_PF01280,s__Thermococcus_sp._PK
265_PF01280,s__Thermococcus_zilligii
266_PF01280,s__Candidatus_Methanomethylophilus_alvus
267_PF01280,s__Candidatus_Methanomethylophilus_sp._1R26
268_PF01280,s__Candidatus_Methanoplasma_termitum
269_PF01280,s__Candidatus_Methanomassiliicoccus_intestinalis
270_PF01280,s__Methanomassiliicoccus_luminyensis
271_PF01280,s__Cuniculiplasma_divulgatum
272_PF01280,g__Acidiplasma
273_PF01280,g__Ferroplasma
274_PF01280,s__Picrophilus_torridus
275_PF01280,s__Thermoplasma_acidophilum
276_PF01280,s__Thermoplasma_volcanium
277_PF01280,s__Candidatus_Nitrosocosmicus_oleophilus
278_PF01280,s__Candidatus_Nitrososphaera_evergladensis
279_PF01280,s__Candidatus_Nitrososphaera_sp._13_1_40CM_48_12
280_PF01280,s__Candidatus_Rhodobacter_lobularis
281_PF01280,s__Pseudomonas_pelagia
