Sample.Name,Fasta.Length,Software,Molecule,Threads,Time (mm:ss),Memory.Max (kbytes)
sim_1000.1,8024000,DIAMOND,nuc,16,22:07.32,17687476
sim_1000.1,2081736,DIAMOND,aa,16,17:06.07,10319424
sim_1000.1,8024000,DIAMOND,nuc,8,27:59.24,17154872
sim_1000.1,2081736,DIAMOND,aa,8,20:19.65,9824816
sim_1000.1,8024000,DIAMOND,nuc,4,44:37.06,16827212
sim_1000.1,2081736,DIAMOND,aa,4,30:08.35,9390196
sim_1000.2,8024000,DIAMOND,nuc,16,21:52.69,17704260
sim_1000.2,2074900,DIAMOND,aa,16,17:00.51,10482100
sim_1000.2,8024000,DIAMOND,nuc,8,27:58.70,17142596
sim_1000.2,2074900,DIAMOND,aa,8,20:17.08,9791928
sim_1000.2,8024000,DIAMOND,nuc,4,44:34.99,16892660
sim_1000.2,2074900,DIAMOND,aa,4,30:04.24,9473376
sim_100.1,800000,DIAMOND,nuc,16,16:38.27,10584908
sim_100.1,204898,DIAMOND,aa,16,15:26.74,10588848
sim_100.1,800000,DIAMOND,nuc,8,20:29.25,10238632
sim_100.1,204898,DIAMOND,aa,8,18:30.46,10162196
sim_100.1,800000,DIAMOND,nuc,4,30:47.68,9949708
sim_100.1,204898,DIAMOND,aa,4,27:02.40,10071752
sim_100.2,800000,DIAMOND,nuc,16,16:37.48,10586060
sim_100.2,209090,DIAMOND,aa,16,15:34.81,10612984
sim_100.2,800000,DIAMOND,nuc,8,20:29.44,10231080
sim_100.2,209090,DIAMOND,aa,8,18:46.05,10240456
sim_100.2,800000,DIAMOND,nuc,4,30:45.81,9962572
sim_100.2,209090,DIAMOND,aa,4,27:32.68,10088492
sim_128000.1,1023976000,DIAMOND,nuc,16,2:11:38,29696344
sim_1000.1,8024000,TreeSAPP,nuc,16,0:54.90,1421768
sim_1000.1,2081736,TreeSAPP,aa,16,0:49.78,1422508
sim_1000.1,8024000,GraftM,nuc,16,0:01.51,111096
sim_1000.1,2081736,GraftM,aa,16,0:00.68,111384
sim_1000.1,8024000,GraftM,nuc,16,0:00.82,111580
sim_1000.1,2081736,GraftM,aa,16,0:00.67,111496
sim_1000.1,8024000,GraftM,nuc,16,0:01.29,115636
sim_1000.1,2081736,GraftM,aa,16,0:01.13,115464
sim_1000.1,8024000,GraftM,nuc,16,0:02.48,169148
sim_1000.1,2081736,GraftM,aa,16,0:02.37,169196
sim_1000.1,8024000,GraftM,nuc,16,0:01.26,115656
sim_1000.1,2081736,GraftM,aa,16,0:01.08,115740
sim_1000.1,8024000,GraftM,nuc,16,0:02.34,176708
sim_1000.1,2081736,GraftM,aa,16,0:02.19,176708
sim_1000.1,8024000,GraftM,nuc,16,0:01.40,115704
sim_1000.1,2081736,GraftM,aa,16,0:01.24,115920
sim_1000.1,8024000,GraftM,nuc,16,0:01.63,115960
sim_1000.1,2081736,GraftM,aa,16,0:01.41,115776
sim_1000.1,8024000,GraftM,nuc,16,0:01.03,115532
sim_1000.1,2081736,GraftM,aa,16,0:00.67,111592
sim_1000.1,8024000,GraftM,nuc,16,0:01.12,115260
sim_1000.1,2081736,GraftM,aa,16,0:01.01,115548
sim_1000.1,8024000,GraftM,nuc,16,0:01.00,115380
sim_1000.1,2081736,GraftM,aa,16,0:00.84,115644
sim_1000.1,8024000,GraftM,nuc,16,0:00.99,115644
sim_1000.1,2081736,GraftM,aa,16,0:00.83,115160
sim_1000.1,8024000,GraftM,nuc,16,0:00.80,111656
sim_1000.1,2081736,GraftM,aa,16,0:00.67,111700
sim_1000.1,8024000,GraftM,nuc,16,0:01.45,115804
sim_1000.1,2081736,GraftM,aa,16,0:01.35,115648
sim_1000.1,8024000,GraftM,nuc,16,0:01.13,115596
sim_1000.1,2081736,GraftM,aa,16,0:00.67,111672
sim_1000.1,8024000,GraftM,nuc,16,0:01.40,115664
sim_1000.1,2081736,GraftM,aa,16,0:01.15,115732
sim_1000.1,8024000,GraftM,nuc,16,0:01.21,115384
sim_1000.1,2081736,GraftM,aa,16,0:01.07,114888
sim_1000.1,8024000,GraftM,nuc,16,0:03.77,375136
sim_1000.1,2081736,GraftM,aa,16,0:03.58,375136
sim_1000.1,8024000,GraftM,nuc,16,0:04.11,508152
sim_1000.1,2081736,GraftM,aa,16,0:04.15,512268
sim_1000.1,8024000,TreeSAPP,nuc,8,0:55.71,1231776
sim_1000.1,2081736,TreeSAPP,aa,8,0:50.78,1422828
sim_1000.1,8024000,GraftM,nuc,8,0:00.78,111892
sim_1000.1,2081736,GraftM,aa,8,0:00.66,111448
sim_1000.1,8024000,GraftM,nuc,8,0:00.80,111540
sim_1000.1,2081736,GraftM,aa,8,0:00.67,111576
sim_1000.1,8024000,GraftM,nuc,8,0:01.21,115660
sim_1000.1,2081736,GraftM,aa,8,0:01.13,115632
sim_1000.1,8024000,GraftM,nuc,8,0:02.53,169112
sim_1000.1,2081736,GraftM,aa,8,0:02.34,169172
sim_1000.1,8024000,GraftM,nuc,8,0:01.20,115624
sim_1000.1,2081736,GraftM,aa,8,0:01.07,115628
sim_1000.1,8024000,GraftM,nuc,8,0:02.31,177032
sim_1000.1,2081736,GraftM,aa,8,0:02.19,177028
sim_1000.1,8024000,GraftM,nuc,8,0:01.42,115684
sim_1000.1,2081736,GraftM,aa,8,0:01.27,115772
sim_1000.1,8024000,GraftM,nuc,8,0:01.61,115984
sim_1000.1,2081736,GraftM,aa,8,0:01.39,115840
sim_1000.1,8024000,GraftM,nuc,8,0:01.05,115584
sim_1000.1,2081736,GraftM,aa,8,0:00.67,111336
sim_1000.1,8024000,GraftM,nuc,8,0:01.11,115648
sim_1000.1,2081736,GraftM,aa,8,0:00.96,115584
sim_1000.1,8024000,GraftM,nuc,8,0:00.98,115448
sim_1000.1,2081736,GraftM,aa,8,0:00.84,115260
sim_1000.1,8024000,GraftM,nuc,8,0:00.96,115580
sim_1000.1,2081736,GraftM,aa,8,0:00.82,115256
sim_1000.1,8024000,GraftM,nuc,8,0:00.81,111548
sim_1000.1,2081736,GraftM,aa,8,0:00.66,111552
sim_1000.1,8024000,GraftM,nuc,8,0:01.48,115588
sim_1000.1,2081736,GraftM,aa,8,0:01.36,115652
sim_1000.1,8024000,GraftM,nuc,8,0:01.12,115420
sim_1000.1,2081736,GraftM,aa,8,0:00.68,111564
sim_1000.1,8024000,GraftM,nuc,8,0:01.38,115668
sim_1000.1,2081736,GraftM,aa,8,0:01.16,115696
sim_1000.1,8024000,GraftM,nuc,8,0:01.23,115396
sim_1000.1,2081736,GraftM,aa,8,0:01.03,115300
sim_1000.1,8024000,GraftM,nuc,8,0:03.77,375136
sim_1000.1,2081736,GraftM,aa,8,0:03.56,375136
sim_1000.1,8024000,GraftM,nuc,8,0:04.04,508156
sim_1000.1,2081736,GraftM,aa,8,0:04.11,512268
sim_1000.1,8024000,TreeSAPP,nuc,4,1:01.11,1231900
sim_1000.1,2081736,TreeSAPP,aa,4,0:51.39,1420836
sim_1000.1,8024000,GraftM,nuc,4,0:00.78,111596
sim_1000.1,2081736,GraftM,aa,4,0:00.65,111752
sim_1000.1,8024000,GraftM,nuc,4,0:00.77,111424
sim_1000.1,2081736,GraftM,aa,4,0:00.66,111476
sim_1000.1,8024000,GraftM,nuc,4,0:01.24,115608
sim_1000.1,2081736,GraftM,aa,4,0:01.10,115632
sim_1000.1,8024000,GraftM,nuc,4,0:02.52,169064
sim_1000.1,2081736,GraftM,aa,4,0:02.45,169128
sim_1000.1,8024000,GraftM,nuc,4,0:01.20,115976
sim_1000.1,2081736,GraftM,aa,4,0:01.08,115468
sim_1000.1,8024000,GraftM,nuc,4,0:02.30,177032
sim_1000.1,2081736,GraftM,aa,4,0:02.18,177028
sim_1000.1,8024000,GraftM,nuc,4,0:01.39,115692
sim_1000.1,2081736,GraftM,aa,4,0:01.27,115704
sim_1000.1,8024000,GraftM,nuc,4,0:01.69,115816
sim_1000.1,2081736,GraftM,aa,4,0:01.36,115932
sim_1000.1,8024000,GraftM,nuc,4,0:01.01,115588
sim_1000.1,2081736,GraftM,aa,4,0:00.65,111636
sim_1000.1,8024000,GraftM,nuc,4,0:01.07,115744
sim_1000.1,2081736,GraftM,aa,4,0:00.94,115804
sim_1000.1,8024000,GraftM,nuc,4,0:00.97,115288
sim_1000.1,2081736,GraftM,aa,4,0:00.82,115348
sim_1000.1,8024000,GraftM,nuc,4,0:00.95,115544
sim_1000.1,2081736,GraftM,aa,4,0:00.81,115572
sim_1000.1,8024000,GraftM,nuc,4,0:00.76,111516
sim_1000.1,2081736,GraftM,aa,4,0:00.67,112072
sim_1000.1,8024000,GraftM,nuc,4,0:01.60,115712
sim_1000.1,2081736,GraftM,aa,4,0:01.39,115612
sim_1000.1,8024000,GraftM,nuc,4,0:01.10,115688
sim_1000.1,2081736,GraftM,aa,4,0:00.66,111636
sim_1000.1,8024000,GraftM,nuc,4,0:01.35,115680
sim_1000.1,2081736,GraftM,aa,4,0:01.13,115768
sim_1000.1,8024000,GraftM,nuc,4,0:01.23,115604
sim_1000.1,2081736,GraftM,aa,4,0:01.07,115080
sim_1000.1,8024000,GraftM,nuc,4,0:03.66,375136
sim_1000.1,2081736,GraftM,aa,4,0:03.55,375136
sim_1000.1,8024000,GraftM,nuc,4,0:03.93,508160
sim_1000.1,2081736,GraftM,aa,4,0:04.13,512264
sim_1000.2,8024000,TreeSAPP,nuc,16,0:51.90,1433804
sim_1000.2,2074900,TreeSAPP,aa,16,0:46.23,1433588
sim_1000.2,8024000,GraftM,nuc,16,0:00.79,111480
sim_1000.2,2074900,GraftM,aa,16,0:00.66,111820
sim_1000.2,8024000,GraftM,nuc,16,0:00.80,111732
sim_1000.2,2074900,GraftM,aa,16,0:00.67,111656
sim_1000.2,8024000,GraftM,nuc,16,0:01.24,115952
sim_1000.2,2074900,GraftM,aa,16,0:01.09,115616
sim_1000.2,8024000,GraftM,nuc,16,0:02.53,169156
sim_1000.2,2074900,GraftM,aa,16,0:02.39,169196
sim_1000.2,8024000,GraftM,nuc,16,0:01.23,115668
sim_1000.2,2074900,GraftM,aa,16,0:01.09,115912
sim_1000.2,8024000,GraftM,nuc,16,0:02.32,176708
sim_1000.2,2074900,GraftM,aa,16,0:02.10,176704
sim_1000.2,8024000,GraftM,nuc,16,0:01.42,115632
sim_1000.2,2074900,GraftM,aa,16,0:01.28,115956
sim_1000.2,8024000,GraftM,nuc,16,0:01.64,115876
sim_1000.2,2074900,GraftM,aa,16,0:01.46,115832
sim_1000.2,8024000,GraftM,nuc,16,0:00.77,111548
sim_1000.2,2074900,GraftM,aa,16,0:00.66,111764
sim_1000.2,8024000,GraftM,nuc,16,0:01.21,115756
sim_1000.2,2074900,GraftM,aa,16,0:00.98,115668
sim_1000.2,8024000,GraftM,nuc,16,0:00.96,115628
sim_1000.2,2074900,GraftM,aa,16,0:00.82,115088
sim_1000.2,8024000,GraftM,nuc,16,0:00.98,115568
sim_1000.2,2074900,GraftM,aa,16,0:00.83,115520
sim_1000.2,8024000,GraftM,nuc,16,0:00.80,111708
sim_1000.2,2074900,GraftM,aa,16,0:00.67,111548
sim_1000.2,8024000,GraftM,nuc,16,0:01.46,115736
sim_1000.2,2074900,GraftM,aa,16,0:01.33,115684
sim_1000.2,8024000,GraftM,nuc,16,0:01.11,115932
sim_1000.2,2074900,GraftM,aa,16,0:00.67,112008
sim_1000.2,8024000,GraftM,nuc,16,0:01.43,115580
sim_1000.2,2074900,GraftM,aa,16,0:01.27,115596
sim_1000.2,8024000,GraftM,nuc,16,0:01.10,115384
sim_1000.2,2074900,GraftM,aa,16,0:00.97,115568
sim_1000.2,8024000,GraftM,nuc,16,0:03.78,375136
sim_1000.2,2074900,GraftM,aa,16,0:03.44,375136
sim_1000.2,8024000,GraftM,nuc,16,0:04.43,549364
sim_1000.2,2074900,GraftM,aa,16,0:03.97,497188
sim_1000.2,8024000,TreeSAPP,nuc,8,0:51.37,1429164
sim_1000.2,2074900,TreeSAPP,aa,8,0:47.36,1430108
sim_1000.2,8024000,GraftM,nuc,8,0:00.77,111620
sim_1000.2,2074900,GraftM,aa,8,0:00.66,111636
sim_1000.2,8024000,GraftM,nuc,8,0:00.78,111860
sim_1000.2,2074900,GraftM,aa,8,0:00.66,111500
sim_1000.2,8024000,GraftM,nuc,8,0:01.28,115740
sim_1000.2,2074900,GraftM,aa,8,0:01.10,115756
sim_1000.2,8024000,GraftM,nuc,8,0:02.60,169112
sim_1000.2,2074900,GraftM,aa,8,0:02.50,169172
sim_1000.2,8024000,GraftM,nuc,8,0:01.24,115724
sim_1000.2,2074900,GraftM,aa,8,0:01.07,115664
sim_1000.2,8024000,GraftM,nuc,8,0:02.31,177036
sim_1000.2,2074900,GraftM,aa,8,0:02.14,177028
sim_1000.2,8024000,GraftM,nuc,8,0:01.45,115876
sim_1000.2,2074900,GraftM,aa,8,0:01.36,115776
sim_1000.2,8024000,GraftM,nuc,8,0:01.63,115892
sim_1000.2,2074900,GraftM,aa,8,0:01.44,115820
sim_1000.2,8024000,GraftM,nuc,8,0:00.79,111688
sim_1000.2,2074900,GraftM,aa,8,0:00.70,111628
sim_1000.2,8024000,GraftM,nuc,8,0:01.22,115428
sim_1000.2,2074900,GraftM,aa,8,0:00.94,115588
sim_1000.2,8024000,GraftM,nuc,8,0:00.98,115380
sim_1000.2,2074900,GraftM,aa,8,0:00.84,115392
sim_1000.2,8024000,GraftM,nuc,8,0:00.96,115520
sim_1000.2,2074900,GraftM,aa,8,0:00.83,115404
sim_1000.2,8024000,GraftM,nuc,8,0:00.78,111708
sim_1000.2,2074900,GraftM,aa,8,0:00.68,111540
sim_1000.2,8024000,GraftM,nuc,8,0:01.47,115924
sim_1000.2,2074900,GraftM,aa,8,0:01.34,115716
sim_1000.2,8024000,GraftM,nuc,8,0:01.08,115512
sim_1000.2,2074900,GraftM,aa,8,0:00.64,111376
sim_1000.2,8024000,GraftM,nuc,8,0:01.38,115416
sim_1000.2,2074900,GraftM,aa,8,0:01.20,115708
sim_1000.2,8024000,GraftM,nuc,8,0:01.10,115348
sim_1000.2,2074900,GraftM,aa,8,0:00.97,115348
sim_1000.2,8024000,GraftM,nuc,8,0:03.58,375136
sim_1000.2,2074900,GraftM,aa,8,0:03.44,375136
sim_1000.2,8024000,GraftM,nuc,8,0:04.21,549368
sim_1000.2,2074900,GraftM,aa,8,0:03.90,497188
sim_1000.2,8024000,TreeSAPP,nuc,4,0:56.58,1427028
sim_1000.2,2074900,TreeSAPP,aa,4,0:46.86,1425932
sim_1000.2,8024000,GraftM,nuc,4,0:00.76,111740
sim_1000.2,2074900,GraftM,aa,4,0:00.65,111644
sim_1000.2,8024000,GraftM,nuc,4,0:00.77,111552
sim_1000.2,2074900,GraftM,aa,4,0:00.66,111688
sim_1000.2,8024000,GraftM,nuc,4,0:01.26,115664
sim_1000.2,2074900,GraftM,aa,4,0:01.13,115860
sim_1000.2,8024000,GraftM,nuc,4,0:02.55,169064
sim_1000.2,2074900,GraftM,aa,4,0:02.43,169120
sim_1000.2,8024000,GraftM,nuc,4,0:01.20,115576
sim_1000.2,2074900,GraftM,aa,4,0:01.09,115604
sim_1000.2,8024000,GraftM,nuc,4,0:02.23,177032
sim_1000.2,2074900,GraftM,aa,4,0:02.14,177032
sim_1000.2,8024000,GraftM,nuc,4,0:01.39,115716
sim_1000.2,2074900,GraftM,aa,4,0:01.26,115672
sim_1000.2,8024000,GraftM,nuc,4,0:01.58,115580
sim_1000.2,2074900,GraftM,aa,4,0:01.43,115920
sim_1000.2,8024000,GraftM,nuc,4,0:00.78,111476
sim_1000.2,2074900,GraftM,aa,4,0:00.65,111752
sim_1000.2,8024000,GraftM,nuc,4,0:01.19,115760
sim_1000.2,2074900,GraftM,aa,4,0:00.94,115852
sim_1000.2,8024000,GraftM,nuc,4,0:00.94,115364
sim_1000.2,2074900,GraftM,aa,4,0:00.82,114932
sim_1000.2,8024000,GraftM,nuc,4,0:00.95,115568
sim_1000.2,2074900,GraftM,aa,4,0:00.82,115696
sim_1000.2,8024000,GraftM,nuc,4,0:00.78,111680
sim_1000.2,2074900,GraftM,aa,4,0:00.66,111432
sim_1000.2,8024000,GraftM,nuc,4,0:01.54,115656
sim_1000.2,2074900,GraftM,aa,4,0:01.36,115616
sim_1000.2,8024000,GraftM,nuc,4,0:01.09,115660
sim_1000.2,2074900,GraftM,aa,4,0:00.68,111800
sim_1000.2,8024000,GraftM,nuc,4,0:01.42,115756
sim_1000.2,2074900,GraftM,aa,4,0:01.22,115760
sim_1000.2,8024000,GraftM,nuc,4,0:01.07,115284
sim_1000.2,2074900,GraftM,aa,4,0:00.94,115324
sim_1000.2,8024000,GraftM,nuc,4,0:03.77,375136
sim_1000.2,2074900,GraftM,aa,4,0:03.62,375136
sim_1000.2,8024000,GraftM,nuc,4,0:04.29,549368
sim_1000.2,2074900,GraftM,aa,4,0:03.94,497192
sim_100.1,800000,TreeSAPP,nuc,16,0:06.76,206996
sim_100.1,204898,TreeSAPP,aa,16,0:05.91,207156
sim_100.1,800000,GraftM,nuc,16,0:01.03,115576
sim_100.1,204898,GraftM,aa,16,0:00.64,111496
sim_100.1,800000,GraftM,nuc,16,0:02.11,141700
sim_100.1,204898,GraftM,aa,16,0:00.66,111600
sim_100.1,800000,GraftM,nuc,16,0:00.69,111556
sim_100.1,204898,GraftM,aa,16,0:00.66,111420
sim_100.1,800000,GraftM,nuc,16,0:00.68,111668
sim_100.1,204898,GraftM,aa,16,0:00.67,111652
sim_100.1,800000,GraftM,nuc,16,0:01.10,115728
sim_100.1,204898,GraftM,aa,16,0:01.02,115636
sim_100.1,800000,GraftM,nuc,16,0:01.60,116248
sim_100.1,204898,GraftM,aa,16,0:01.31,116444
sim_100.1,800000,GraftM,nuc,16,0:00.94,115592
sim_100.1,204898,GraftM,aa,16,0:00.90,115688
sim_100.1,800000,GraftM,nuc,16,0:01.20,115964
sim_100.1,204898,GraftM,aa,16,0:01.16,115920
sim_100.1,800000,GraftM,nuc,16,0:00.98,115720
sim_100.1,204898,GraftM,aa,16,0:00.89,115432
sim_100.1,800000,GraftM,nuc,16,0:01.05,115628
sim_100.1,204898,GraftM,aa,16,0:01.01,115648
sim_100.1,800000,GraftM,nuc,16,0:00.69,111596
sim_100.1,204898,GraftM,aa,16,0:00.67,111660
sim_100.1,800000,GraftM,nuc,16,0:00.88,115644
sim_100.1,204898,GraftM,aa,16,0:00.83,115356
sim_100.1,800000,GraftM,nuc,16,0:00.69,111268
sim_100.1,204898,GraftM,aa,16,0:00.68,111684
sim_100.1,800000,GraftM,nuc,16,0:01.31,115696
sim_100.1,204898,GraftM,aa,16,0:01.17,115632
sim_100.1,800000,GraftM,nuc,16,0:00.71,111552
sim_100.1,204898,GraftM,aa,16,0:00.70,111516
sim_100.1,800000,GraftM,nuc,16,0:00.72,111624
sim_100.1,204898,GraftM,aa,16,0:00.78,111488
sim_100.1,800000,GraftM,nuc,16,0:01.05,115400
sim_100.1,204898,GraftM,aa,16,0:00.93,115196
sim_100.1,800000,GraftM,nuc,16,0:01.96,116264
sim_100.1,204898,GraftM,aa,16,0:01.87,116264
sim_100.1,800000,GraftM,nuc,16,0:00.73,111876
sim_100.1,204898,GraftM,aa,16,0:00.72,111600
sim_100.1,800000,TreeSAPP,nuc,8,0:06.65,206600
sim_100.1,204898,TreeSAPP,aa,8,0:05.74,206708
sim_100.1,800000,GraftM,nuc,8,0:01.04,115500
sim_100.1,204898,GraftM,aa,8,0:00.67,111416
sim_100.1,800000,GraftM,nuc,8,0:02.08,142680
sim_100.1,204898,GraftM,aa,8,0:00.65,112036
sim_100.1,800000,GraftM,nuc,8,0:00.68,111584
sim_100.1,204898,GraftM,aa,8,0:00.68,111772
sim_100.1,800000,GraftM,nuc,8,0:00.67,111772
sim_100.1,204898,GraftM,aa,8,0:00.65,111624
sim_100.1,800000,GraftM,nuc,8,0:01.11,115668
sim_100.1,204898,GraftM,aa,8,0:01.07,115660
sim_100.1,800000,GraftM,nuc,8,0:01.70,116296
sim_100.1,204898,GraftM,aa,8,0:01.28,116100
sim_100.1,800000,GraftM,nuc,8,0:00.93,115552
sim_100.1,204898,GraftM,aa,8,0:00.89,115680
sim_100.1,800000,GraftM,nuc,8,0:01.19,115752
sim_100.1,204898,GraftM,aa,8,0:01.14,115908
sim_100.1,800000,GraftM,nuc,8,0:00.96,115580
sim_100.1,204898,GraftM,aa,8,0:00.90,115420
sim_100.1,800000,GraftM,nuc,8,0:01.02,115380
sim_100.1,204898,GraftM,aa,8,0:00.97,115652
sim_100.1,800000,GraftM,nuc,8,0:00.68,111492
sim_100.1,204898,GraftM,aa,8,0:00.64,111736
sim_100.1,800000,GraftM,nuc,8,0:00.85,115388
sim_100.1,204898,GraftM,aa,8,0:00.81,115588
sim_100.1,800000,GraftM,nuc,8,0:00.69,111560
sim_100.1,204898,GraftM,aa,8,0:00.65,111360
sim_100.1,800000,GraftM,nuc,8,0:01.19,115516
sim_100.1,204898,GraftM,aa,8,0:01.09,115532
sim_100.1,800000,GraftM,nuc,8,0:00.68,111628
sim_100.1,204898,GraftM,aa,8,0:00.64,112012
sim_100.1,800000,GraftM,nuc,8,0:00.67,111788
sim_100.1,204898,GraftM,aa,8,0:00.64,111696
sim_100.1,800000,GraftM,nuc,8,0:00.93,115300
sim_100.1,204898,GraftM,aa,8,0:00.86,115380
sim_100.1,800000,GraftM,nuc,8,0:01.85,116244
sim_100.1,204898,GraftM,aa,8,0:01.81,116316
sim_100.1,800000,GraftM,nuc,8,0:00.68,111516
sim_100.1,204898,GraftM,aa,8,0:00.66,111692
sim_100.1,800000,TreeSAPP,nuc,4,0:06.80,207092
sim_100.1,204898,TreeSAPP,aa,4,0:05.65,206820
sim_100.1,800000,GraftM,nuc,4,0:00.99,115520
sim_100.1,204898,GraftM,aa,4,0:00.65,111748
sim_100.1,800000,GraftM,nuc,4,0:02.05,142696
sim_100.1,204898,GraftM,aa,4,0:00.66,111560
sim_100.1,800000,GraftM,nuc,4,0:00.67,111616
sim_100.1,204898,GraftM,aa,4,0:00.64,111620
sim_100.1,800000,GraftM,nuc,4,0:00.67,111608
sim_100.1,204898,GraftM,aa,4,0:00.65,111712
sim_100.1,800000,GraftM,nuc,4,0:01.10,115408
sim_100.1,204898,GraftM,aa,4,0:01.00,115680
sim_100.1,800000,GraftM,nuc,4,0:01.58,116256
sim_100.1,204898,GraftM,aa,4,0:01.30,116136
sim_100.1,800000,GraftM,nuc,4,0:00.92,115608
sim_100.1,204898,GraftM,aa,4,0:00.87,115392
sim_100.1,800000,GraftM,nuc,4,0:01.17,115824
sim_100.1,204898,GraftM,aa,4,0:01.13,115904
sim_100.1,800000,GraftM,nuc,4,0:00.94,115348
sim_100.1,204898,GraftM,aa,4,0:00.88,115424
sim_100.1,800000,GraftM,nuc,4,0:01.03,115456
sim_100.1,204898,GraftM,aa,4,0:00.96,115696
sim_100.1,800000,GraftM,nuc,4,0:00.67,111420
sim_100.1,204898,GraftM,aa,4,0:00.64,111700
sim_100.1,800000,GraftM,nuc,4,0:00.85,115512
sim_100.1,204898,GraftM,aa,4,0:00.80,115588
sim_100.1,800000,GraftM,nuc,4,0:00.67,111588
sim_100.1,204898,GraftM,aa,4,0:00.66,111576
sim_100.1,800000,GraftM,nuc,4,0:01.18,115616
sim_100.1,204898,GraftM,aa,4,0:01.09,115560
sim_100.1,800000,GraftM,nuc,4,0:00.67,111640
sim_100.1,204898,GraftM,aa,4,0:00.63,111768
sim_100.1,800000,GraftM,nuc,4,0:00.67,111852
sim_100.1,204898,GraftM,aa,4,0:00.65,112032
sim_100.1,800000,GraftM,nuc,4,0:00.92,115272
sim_100.1,204898,GraftM,aa,4,0:00.89,115352
sim_100.1,800000,GraftM,nuc,4,0:01.91,116356
sim_100.1,204898,GraftM,aa,4,0:01.83,116316
sim_100.1,800000,GraftM,nuc,4,0:00.68,111644
sim_100.1,204898,GraftM,aa,4,0:00.66,111588
sim_100.2,800000,TreeSAPP,nuc,16,0:10.81,706328
sim_100.2,209090,TreeSAPP,aa,16,0:10.10,706152
sim_100.2,800000,GraftM,nuc,16,0:01.08,115344
sim_100.2,209090,GraftM,aa,16,0:01.02,115664
sim_100.2,800000,GraftM,nuc,16,0:02.17,144576
sim_100.2,209090,GraftM,aa,16,0:02.04,144576
sim_100.2,800000,GraftM,nuc,16,0:00.67,111812
sim_100.2,209090,GraftM,aa,16,0:00.65,111704
sim_100.2,800000,GraftM,nuc,16,0:00.67,111680
sim_100.2,209090,GraftM,aa,16,0:00.66,111636
sim_100.2,800000,GraftM,nuc,16,0:01.08,115216
sim_100.2,209090,GraftM,aa,16,0:01.05,115752
sim_100.2,800000,GraftM,nuc,16,0:01.79,116152
sim_100.2,209090,GraftM,aa,16,0:01.70,116128
sim_100.2,800000,GraftM,nuc,16,0:00.69,112016
sim_100.2,209090,GraftM,aa,16,0:00.66,111548
sim_100.2,800000,GraftM,nuc,16,0:00.69,111576
sim_100.2,209090,GraftM,aa,16,0:00.66,111580
sim_100.2,800000,GraftM,nuc,16,0:00.99,115600
sim_100.2,209090,GraftM,aa,16,0:00.92,115524
sim_100.2,800000,GraftM,nuc,16,0:01.04,115848
sim_100.2,209090,GraftM,aa,16,0:00.98,115772
sim_100.2,800000,GraftM,nuc,16,0:00.67,111804
sim_100.2,209090,GraftM,aa,16,0:00.66,111736
sim_100.2,800000,GraftM,nuc,16,0:00.86,115528
sim_100.2,209090,GraftM,aa,16,0:00.82,115772
sim_100.2,800000,GraftM,nuc,16,0:00.68,111564
sim_100.2,209090,GraftM,aa,16,0:00.65,111476
sim_100.2,800000,GraftM,nuc,16,0:01.22,115760
sim_100.2,209090,GraftM,aa,16,0:01.18,115628
sim_100.2,800000,GraftM,nuc,16,0:00.95,115616
sim_100.2,209090,GraftM,aa,16,0:00.66,112020
sim_100.2,800000,GraftM,nuc,16,0:00.70,111764
sim_100.2,209090,GraftM,aa,16,0:00.67,111820
sim_100.2,800000,GraftM,nuc,16,0:01.05,115016
sim_100.2,209090,GraftM,aa,16,0:01.00,115344
sim_100.2,800000,GraftM,nuc,16,0:02.60,218712
sim_100.2,209090,GraftM,aa,16,0:02.56,217044
sim_100.2,800000,GraftM,nuc,16,0:00.69,112004
sim_100.2,209090,GraftM,aa,16,0:00.67,111824
sim_100.2,800000,TreeSAPP,nuc,8,0:10.72,706156
sim_100.2,209090,TreeSAPP,aa,8,0:09.72,706220
sim_100.2,800000,GraftM,nuc,8,0:01.08,115076
sim_100.2,209090,GraftM,aa,8,0:01.00,115432
sim_100.2,800000,GraftM,nuc,8,0:02.08,144600
sim_100.2,209090,GraftM,aa,8,0:02.06,144604
sim_100.2,800000,GraftM,nuc,8,0:00.66,112052
sim_100.2,209090,GraftM,aa,8,0:00.66,111764
sim_100.2,800000,GraftM,nuc,8,0:00.69,111560
sim_100.2,209090,GraftM,aa,8,0:00.64,111592
sim_100.2,800000,GraftM,nuc,8,0:01.08,115640
sim_100.2,209090,GraftM,aa,8,0:01.05,115656
sim_100.2,800000,GraftM,nuc,8,0:01.77,116144
sim_100.2,209090,GraftM,aa,8,0:01.63,115900
sim_100.2,800000,GraftM,nuc,8,0:00.67,111484
sim_100.2,209090,GraftM,aa,8,0:00.64,111552
sim_100.2,800000,GraftM,nuc,8,0:00.68,111780
sim_100.2,209090,GraftM,aa,8,0:00.64,111636
sim_100.2,800000,GraftM,nuc,8,0:00.95,115356
sim_100.2,209090,GraftM,aa,8,0:00.88,115400
sim_100.2,800000,GraftM,nuc,8,0:01.02,115936
sim_100.2,209090,GraftM,aa,8,0:00.96,115596
sim_100.2,800000,GraftM,nuc,8,0:00.68,111912
sim_100.2,209090,GraftM,aa,8,0:00.65,111504
sim_100.2,800000,GraftM,nuc,8,0:00.86,115476
