Sample.Name,Fasta.Length,Software,Molecule,Threads,Time (mm:ss),Memory.Max (kbytes)
sim_25600.2,204784000,GraftM,nuc,16,0:04.32,115952
sim_25600.2,52973442,GraftM,aa,16,0:01.50,115716
sim_25600.2,204784000,GraftM,nuc,16,0:04.13,114716
sim_25600.2,52973442,GraftM,aa,16,0:01.38,115364
sim_25600.2,204784000,GraftM,nuc,16,0:04.07,115708
sim_25600.2,52973442,GraftM,aa,16,0:01.26,115664
sim_25600.2,204784000,GraftM,nuc,16,0:04.72,115380
sim_25600.2,52973442,GraftM,aa,16,0:01.85,115848
sim_25600.2,204784000,GraftM,nuc,16,0:06.72,115544
sim_25600.2,52973442,GraftM,aa,16,0:03.70,116228
sim_25600.2,204784000,GraftM,nuc,16,0:04.26,115052
sim_25600.2,52973442,GraftM,aa,16,0:01.55,115836
sim_25600.2,204784000,GraftM,nuc,16,0:04.90,115996
sim_25600.2,52973442,GraftM,aa,16,0:01.96,115472
sim_25600.2,204784000,GraftM,nuc,16,0:06.82,116152
sim_25600.2,52973442,GraftM,aa,16,0:03.54,116288
sim_25600.2,204784000,GraftM,nuc,16,0:10.28,376960
sim_25600.2,52973442,GraftM,aa,16,0:07.15,379276
sim_25600.2,204784000,GraftM,nuc,16,0:13.46,776444
sim_25600.2,52973442,GraftM,aa,16,0:10.39,776444
sim_25600.2,204784000,TreeSAPP,nuc,8,5:18.99,1451664
sim_25600.2,52973442,TreeSAPP,aa,8,3:01.06,1436248
sim_25600.2,204784000,GraftM,nuc,8,0:04.90,114932
sim_25600.2,52973442,GraftM,aa,8,0:02.22,115696
sim_25600.2,204784000,GraftM,nuc,8,0:06.00,146712
sim_25600.2,52973442,GraftM,aa,8,0:03.30,146816
sim_25600.2,204784000,GraftM,nuc,8,0:05.20,115076
sim_25600.2,52973442,GraftM,aa,8,0:02.42,115864
sim_25600.2,204784000,GraftM,nuc,8,0:06.87,167684
sim_25600.2,52973442,GraftM,aa,8,0:03.96,167684
sim_25600.2,204784000,GraftM,nuc,8,0:05.03,115080
sim_25600.2,52973442,GraftM,aa,8,0:02.27,115556
sim_25600.2,204784000,GraftM,nuc,8,0:05.68,180148
sim_25600.2,52973442,GraftM,aa,8,0:03.05,180152
sim_25600.2,204784000,GraftM,nuc,8,0:06.33,115428
sim_25600.2,52973442,GraftM,aa,8,0:03.46,115132
sim_25600.2,204784000,GraftM,nuc,8,0:05.30,115572
sim_25600.2,52973442,GraftM,aa,8,0:02.52,116144
sim_25600.2,204784000,GraftM,nuc,8,0:04.58,114944
sim_25600.2,52973442,GraftM,aa,8,0:01.84,115568
sim_25600.2,204784000,GraftM,nuc,8,0:04.41,116032
sim_25600.2,52973442,GraftM,aa,8,0:01.58,115992
sim_25600.2,204784000,GraftM,nuc,8,0:04.20,114824
sim_25600.2,52973442,GraftM,aa,8,0:01.49,115488
sim_25600.2,204784000,GraftM,nuc,8,0:04.06,115748
sim_25600.2,52973442,GraftM,aa,8,0:01.31,115408
sim_25600.2,204784000,GraftM,nuc,8,0:04.81,115188
sim_25600.2,52973442,GraftM,aa,8,0:01.95,115904
sim_25600.2,204784000,GraftM,nuc,8,0:07.21,115580
sim_25600.2,52973442,GraftM,aa,8,0:04.35,116296
sim_25600.2,204784000,GraftM,nuc,8,0:04.31,115088
sim_25600.2,52973442,GraftM,aa,8,0:01.57,115828
sim_25600.2,204784000,GraftM,nuc,8,0:04.87,116056
sim_25600.2,52973442,GraftM,aa,8,0:01.96,115868
sim_25600.2,204784000,GraftM,nuc,8,0:07.49,115976
sim_25600.2,52973442,GraftM,aa,8,0:04.29,115680
sim_25600.2,204784000,GraftM,nuc,8,0:09.94,376860
sim_25600.2,52973442,GraftM,aa,8,0:06.91,379268
sim_25600.2,204784000,GraftM,nuc,8,0:13.27,776448
sim_25600.2,52973442,GraftM,aa,8,0:10.35,776444
sim_25600.2,204784000,TreeSAPP,nuc,4,7:27.56,1430124
sim_25600.2,52973442,TreeSAPP,aa,4,3:08.77,1423512
sim_25600.2,204784000,GraftM,nuc,4,0:05.74,114732
sim_25600.2,52973442,GraftM,aa,4,0:03.07,115628
sim_25600.2,204784000,GraftM,nuc,4,0:06.83,146804
sim_25600.2,52973442,GraftM,aa,4,0:04.09,146808
sim_25600.2,204784000,GraftM,nuc,4,0:06.21,115020
sim_25600.2,52973442,GraftM,aa,4,0:03.43,115856
sim_25600.2,204784000,GraftM,nuc,4,0:07.90,167684
sim_25600.2,52973442,GraftM,aa,4,0:04.96,167680
sim_25600.2,204784000,GraftM,nuc,4,0:05.67,114888
sim_25600.2,52973442,GraftM,aa,4,0:02.90,115836
sim_25600.2,204784000,GraftM,nuc,4,0:06.28,180152
sim_25600.2,52973442,GraftM,aa,4,0:03.62,180148
sim_25600.2,204784000,GraftM,nuc,4,0:08.09,115336
sim_25600.2,52973442,GraftM,aa,4,0:04.94,115216
sim_25600.2,204784000,GraftM,nuc,4,0:06.06,115248
sim_25600.2,52973442,GraftM,aa,4,0:03.17,116008
sim_25600.2,204784000,GraftM,nuc,4,0:05.07,114784
sim_25600.2,52973442,GraftM,aa,4,0:02.34,115624
sim_25600.2,204784000,GraftM,nuc,4,0:04.65,115964
sim_25600.2,52973442,GraftM,aa,4,0:01.89,115768
sim_25600.2,204784000,GraftM,nuc,4,0:04.44,114828
sim_25600.2,52973442,GraftM,aa,4,0:01.73,115448
sim_25600.2,204784000,GraftM,nuc,4,0:04.18,115740
sim_25600.2,52973442,GraftM,aa,4,0:01.45,115652
sim_25600.2,204784000,GraftM,nuc,4,0:05.24,115176
sim_25600.2,52973442,GraftM,aa,4,0:02.39,115904
sim_25600.2,204784000,GraftM,nuc,4,0:09.59,115852
sim_25600.2,52973442,GraftM,aa,4,0:06.75,116224
sim_25600.2,204784000,GraftM,nuc,4,0:04.45,115036
sim_25600.2,52973442,GraftM,aa,4,0:01.80,115852
sim_25600.2,204784000,GraftM,nuc,4,0:05.24,115768
sim_25600.2,52973442,GraftM,aa,4,0:02.34,115888
sim_25600.2,204784000,GraftM,nuc,4,0:10.35,116032
sim_25600.2,52973442,GraftM,aa,4,0:07.15,116596
sim_25600.2,204784000,GraftM,nuc,4,0:13.20,376860
sim_25600.2,52973442,GraftM,aa,4,0:09.62,379272
sim_25600.2,204784000,GraftM,nuc,4,0:17.97,776444
sim_25600.2,52973442,GraftM,aa,4,0:15.05,776444
sim_32000.1,256000000,TreeSAPP,nuc,16,5:18.72,1455460
sim_32000.1,66191607,TreeSAPP,aa,16,3:25.03,1455168
sim_32000.1,256000000,GraftM,nuc,16,0:05.54,114576
sim_32000.1,66191607,GraftM,aa,16,0:02.05,115948
sim_32000.1,256000000,GraftM,nuc,16,0:06.91,145864
sim_32000.1,66191607,GraftM,aa,16,0:03.38,145860
sim_32000.1,256000000,GraftM,nuc,16,0:05.53,115196
sim_32000.1,66191607,GraftM,aa,16,0:02.06,115744
sim_32000.1,256000000,GraftM,nuc,16,0:07.56,167688
sim_32000.1,66191607,GraftM,aa,16,0:03.93,167684
sim_32000.1,256000000,GraftM,nuc,16,0:05.66,115228
sim_32000.1,66191607,GraftM,aa,16,0:02.39,115784
sim_32000.1,256000000,GraftM,nuc,16,0:06.77,180108
sim_32000.1,66191607,GraftM,aa,16,0:03.28,180140
sim_32000.1,256000000,GraftM,nuc,16,0:06.64,115460
sim_32000.1,66191607,GraftM,aa,16,0:03.05,116136
sim_32000.1,256000000,GraftM,nuc,16,0:06.48,115312
sim_32000.1,66191607,GraftM,aa,16,0:03.00,116168
sim_32000.1,256000000,GraftM,nuc,16,0:05.17,114616
sim_32000.1,66191607,GraftM,aa,16,0:01.79,115628
sim_32000.1,256000000,GraftM,nuc,16,0:05.05,115728
sim_32000.1,66191607,GraftM,aa,16,0:01.60,115756
sim_32000.1,256000000,GraftM,nuc,16,0:05.02,114792
sim_32000.1,66191607,GraftM,aa,16,0:01.55,115780
sim_32000.1,256000000,GraftM,nuc,16,0:04.70,114976
sim_32000.1,66191607,GraftM,aa,16,0:01.38,115460
sim_32000.1,256000000,GraftM,nuc,16,0:05.20,116152
sim_32000.1,66191607,GraftM,aa,16,0:01.75,115952
sim_32000.1,256000000,GraftM,nuc,16,0:07.99,115928
sim_32000.1,66191607,GraftM,aa,16,0:04.30,116440
sim_32000.1,256000000,GraftM,nuc,16,0:04.93,116020
sim_32000.1,66191607,GraftM,aa,16,0:01.59,115416
sim_32000.1,256000000,GraftM,nuc,16,0:05.87,115116
sim_32000.1,66191607,GraftM,aa,16,0:02.29,115928
sim_32000.1,256000000,GraftM,nuc,16,0:07.79,116864
sim_32000.1,66191607,GraftM,aa,16,0:03.80,116080
sim_32000.1,256000000,GraftM,nuc,16,0:12.30,376980
sim_32000.1,66191607,GraftM,aa,16,0:07.97,376964
sim_32000.1,256000000,GraftM,nuc,16,0:16.88,771632
sim_32000.1,66191607,GraftM,aa,16,0:12.71,777444
sim_32000.1,256000000,TreeSAPP,nuc,8,6:19.09,1444016
sim_32000.1,66191607,TreeSAPP,aa,8,3:27.17,1441528
sim_32000.1,256000000,GraftM,nuc,8,0:05.75,114988
sim_32000.1,66191607,GraftM,aa,8,0:02.45,115712
sim_32000.1,256000000,GraftM,nuc,8,0:06.84,144888
sim_32000.1,66191607,GraftM,aa,8,0:03.43,145892
sim_32000.1,256000000,GraftM,nuc,8,0:05.91,115132
sim_32000.1,66191607,GraftM,aa,8,0:02.34,115748
sim_32000.1,256000000,GraftM,nuc,8,0:07.51,167680
sim_32000.1,66191607,GraftM,aa,8,0:04.01,167684
sim_32000.1,256000000,GraftM,nuc,8,0:05.95,115164
sim_32000.1,66191607,GraftM,aa,8,0:02.60,115844
sim_32000.1,256000000,GraftM,nuc,8,0:06.82,180136
sim_32000.1,66191607,GraftM,aa,8,0:03.40,180148
sim_32000.1,256000000,GraftM,nuc,8,0:07.02,115348
sim_32000.1,66191607,GraftM,aa,8,0:03.45,115364
sim_32000.1,256000000,GraftM,nuc,8,0:06.59,115564
sim_32000.1,66191607,GraftM,aa,8,0:03.04,116120
sim_32000.1,256000000,GraftM,nuc,8,0:05.34,114872
sim_32000.1,66191607,GraftM,aa,8,0:01.91,115384
sim_32000.1,256000000,GraftM,nuc,8,0:05.15,115944
sim_32000.1,66191607,GraftM,aa,8,0:01.62,115368
sim_32000.1,256000000,GraftM,nuc,8,0:05.25,114864
sim_32000.1,66191607,GraftM,aa,8,0:01.63,115560
sim_32000.1,256000000,GraftM,nuc,8,0:04.79,114872
sim_32000.1,66191607,GraftM,aa,8,0:01.38,115712
sim_32000.1,256000000,GraftM,nuc,8,0:05.29,116040
sim_32000.1,66191607,GraftM,aa,8,0:01.83,115920
sim_32000.1,256000000,GraftM,nuc,8,0:08.64,115876
sim_32000.1,66191607,GraftM,aa,8,0:04.94,116328
sim_32000.1,256000000,GraftM,nuc,8,0:05.17,116188
sim_32000.1,66191607,GraftM,aa,8,0:01.65,115700
sim_32000.1,256000000,GraftM,nuc,8,0:05.93,115040
sim_32000.1,66191607,GraftM,aa,8,0:02.44,115760
sim_32000.1,256000000,GraftM,nuc,8,0:08.86,116656
sim_32000.1,66191607,GraftM,aa,8,0:04.76,115756
sim_32000.1,256000000,GraftM,nuc,8,0:11.82,376884
sim_32000.1,66191607,GraftM,aa,8,0:07.86,376868
sim_32000.1,256000000,GraftM,nuc,8,0:16.65,772140
sim_32000.1,66191607,GraftM,aa,8,0:12.49,777444
sim_32000.1,256000000,TreeSAPP,nuc,4,8:56.62,1423384
sim_32000.1,66191607,TreeSAPP,aa,4,3:32.84,1423800
sim_32000.1,256000000,GraftM,nuc,4,0:06.74,114908
sim_32000.1,66191607,GraftM,aa,4,0:03.36,115720
sim_32000.1,256000000,GraftM,nuc,4,0:07.53,144892
sim_32000.1,66191607,GraftM,aa,4,0:04.08,145888
sim_32000.1,256000000,GraftM,nuc,4,0:06.56,115048
sim_32000.1,66191607,GraftM,aa,4,0:03.09,116020
sim_32000.1,256000000,GraftM,nuc,4,0:08.46,167684
sim_32000.1,66191607,GraftM,aa,4,0:04.86,167680
sim_32000.1,256000000,GraftM,nuc,4,0:06.54,115060
sim_32000.1,66191607,GraftM,aa,4,0:03.28,115884
sim_32000.1,256000000,GraftM,nuc,4,0:07.28,180140
sim_32000.1,66191607,GraftM,aa,4,0:04.01,180144
sim_32000.1,256000000,GraftM,nuc,4,0:08.49,115160
sim_32000.1,66191607,GraftM,aa,4,0:05.08,116004
sim_32000.1,256000000,GraftM,nuc,4,0:06.98,115340
sim_32000.1,66191607,GraftM,aa,4,0:03.66,116204
sim_32000.1,256000000,GraftM,nuc,4,0:05.94,114932
sim_32000.1,66191607,GraftM,aa,4,0:02.47,115828
sim_32000.1,256000000,GraftM,nuc,4,0:05.29,116020
sim_32000.1,66191607,GraftM,aa,4,0:01.87,115608
sim_32000.1,256000000,GraftM,nuc,4,0:05.43,114564
sim_32000.1,66191607,GraftM,aa,4,0:01.96,115600
sim_32000.1,256000000,GraftM,nuc,4,0:04.97,115140
sim_32000.1,66191607,GraftM,aa,4,0:01.52,115656
sim_32000.1,256000000,GraftM,nuc,4,0:05.54,116048
sim_32000.1,66191607,GraftM,aa,4,0:02.13,115576
sim_32000.1,256000000,GraftM,nuc,4,0:11.52,116072
sim_32000.1,66191607,GraftM,aa,4,0:07.73,116344
sim_32000.1,256000000,GraftM,nuc,4,0:05.27,116044
sim_32000.1,66191607,GraftM,aa,4,0:01.80,115864
sim_32000.1,256000000,GraftM,nuc,4,0:06.55,114744
sim_32000.1,66191607,GraftM,aa,4,0:02.93,115948
sim_32000.1,256000000,GraftM,nuc,4,0:12.40,116584
sim_32000.1,66191607,GraftM,aa,4,0:07.88,116468
sim_32000.1,256000000,GraftM,nuc,4,0:15.59,376884
sim_32000.1,66191607,GraftM,aa,4,0:11.16,376864
sim_32000.1,256000000,GraftM,nuc,4,0:22.42,772132
sim_32000.1,66191607,GraftM,aa,4,0:17.96,777448
sim_32000.2,256000000,TreeSAPP,nuc,16,5:16.20,1475604
sim_32000.2,66204948,TreeSAPP,aa,16,3:18.78,1479400
sim_32000.2,256000000,GraftM,nuc,16,0:05.44,114916
sim_32000.2,66204948,GraftM,aa,16,0:02.05,115764
sim_32000.2,256000000,GraftM,nuc,16,0:06.79,145872
sim_32000.2,66204948,GraftM,aa,16,0:03.40,145892
sim_32000.2,256000000,GraftM,nuc,16,0:05.46,115260
sim_32000.2,66204948,GraftM,aa,16,0:02.02,116020
sim_32000.2,256000000,GraftM,nuc,16,0:07.44,167688
sim_32000.2,66204948,GraftM,aa,16,0:03.81,167688
sim_32000.2,256000000,GraftM,nuc,16,0:05.62,115164
sim_32000.2,66204948,GraftM,aa,16,0:02.18,115864
sim_32000.2,256000000,GraftM,nuc,16,0:06.65,180120
sim_32000.2,66204948,GraftM,aa,16,0:03.25,180124
sim_32000.2,256000000,GraftM,nuc,16,0:06.57,115368
sim_32000.2,66204948,GraftM,aa,16,0:02.98,116132
sim_32000.2,256000000,GraftM,nuc,16,0:06.12,115112
sim_32000.2,66204948,GraftM,aa,16,0:02.84,115964
sim_32000.2,256000000,GraftM,nuc,16,0:05.20,114856
sim_32000.2,66204948,GraftM,aa,16,0:01.77,115424
sim_32000.2,256000000,GraftM,nuc,16,0:04.94,116040
sim_32000.2,66204948,GraftM,aa,16,0:01.60,115884
sim_32000.2,256000000,GraftM,nuc,16,0:04.90,114724
sim_32000.2,66204948,GraftM,aa,16,0:01.50,115556
sim_32000.2,256000000,GraftM,nuc,16,0:04.75,115800
sim_32000.2,66204948,GraftM,aa,16,0:01.31,115696
sim_32000.2,256000000,GraftM,nuc,16,0:05.36,116128
sim_32000.2,66204948,GraftM,aa,16,0:01.83,115812
sim_32000.2,256000000,GraftM,nuc,16,0:07.90,115736
sim_32000.2,66204948,GraftM,aa,16,0:04.20,115904
sim_32000.2,256000000,GraftM,nuc,16,0:04.95,115988
sim_32000.2,66204948,GraftM,aa,16,0:01.53,115940
sim_32000.2,256000000,GraftM,nuc,16,0:05.64,115372
sim_32000.2,66204948,GraftM,aa,16,0:02.14,115532
sim_32000.2,256000000,GraftM,nuc,16,0:07.71,116892
sim_32000.2,66204948,GraftM,aa,16,0:03.79,115328
sim_32000.2,256000000,GraftM,nuc,16,0:11.63,376976
sim_32000.2,66204948,GraftM,aa,16,0:07.58,376964
sim_32000.2,256000000,GraftM,nuc,16,0:17.00,772124
sim_32000.2,66204948,GraftM,aa,16,0:12.90,771964
sim_32000.2,256000000,TreeSAPP,nuc,8,6:12.53,1436500
sim_32000.2,66204948,TreeSAPP,aa,8,3:20.73,1444164
sim_32000.2,256000000,GraftM,nuc,8,0:05.71,114896
sim_32000.2,66204948,GraftM,aa,8,0:02.34,115432
sim_32000.2,256000000,GraftM,nuc,8,0:06.72,145868
sim_32000.2,66204948,GraftM,aa,8,0:03.39,144892
sim_32000.2,256000000,GraftM,nuc,8,0:05.73,115216
sim_32000.2,66204948,GraftM,aa,8,0:02.30,115672
sim_32000.2,256000000,GraftM,nuc,8,0:07.33,167680
sim_32000.2,66204948,GraftM,aa,8,0:03.86,167684
sim_32000.2,256000000,GraftM,nuc,8,0:05.81,115112
sim_32000.2,66204948,GraftM,aa,8,0:02.43,115752
sim_32000.2,256000000,GraftM,nuc,8,0:06.66,180136
sim_32000.2,66204948,GraftM,aa,8,0:03.35,180136
sim_32000.2,256000000,GraftM,nuc,8,0:06.92,115664
sim_32000.2,66204948,GraftM,aa,8,0:03.42,116264
sim_32000.2,256000000,GraftM,nuc,8,0:05.97,115252
sim_32000.2,66204948,GraftM,aa,8,0:02.76,116140
sim_32000.2,256000000,GraftM,nuc,8,0:05.49,114852
sim_32000.2,66204948,GraftM,aa,8,0:01.99,115544
sim_32000.2,256000000,GraftM,nuc,8,0:05.09,115740
sim_32000.2,66204948,GraftM,aa,8,0:01.69,115684
sim_32000.2,256000000,GraftM,nuc,8,0:05.03,114776
sim_32000.2,66204948,GraftM,aa,8,0:01.67,115512
sim_32000.2,256000000,GraftM,nuc,8,0:04.71,115944
sim_32000.2,66204948,GraftM,aa,8,0:01.40,115544
sim_32000.2,256000000,GraftM,nuc,8,0:05.29,116024
sim_32000.2,66204948,GraftM,aa,8,0:01.90,115988
sim_32000.2,256000000,GraftM,nuc,8,0:08.63,115504
sim_32000.2,66204948,GraftM,aa,8,0:04.94,116644
sim_32000.2,256000000,GraftM,nuc,8,0:04.84,115792
sim_32000.2,66204948,GraftM,aa,8,0:01.61,115872
sim_32000.2,256000000,GraftM,nuc,8,0:05.71,115100
sim_32000.2,66204948,GraftM,aa,8,0:02.29,115844
sim_32000.2,256000000,GraftM,nuc,8,0:08.76,116852
sim_32000.2,66204948,GraftM,aa,8,0:04.74,115572
sim_32000.2,256000000,GraftM,nuc,8,0:11.60,376880
sim_32000.2,66204948,GraftM,aa,8,0:07.62,376864
sim_32000.2,256000000,GraftM,nuc,8,0:16.90,772136
sim_32000.2,66204948,GraftM,aa,8,0:13.05,772292
sim_32000.2,256000000,TreeSAPP,nuc,4,8:53.74,1427408
sim_32000.2,66204948,TreeSAPP,aa,4,3:29.48,1426620
sim_32000.2,256000000,GraftM,nuc,4,0:06.69,115208
sim_32000.2,66204948,GraftM,aa,4,0:03.28,115576
sim_32000.2,256000000,GraftM,nuc,4,0:07.57,145868
sim_32000.2,66204948,GraftM,aa,4,0:04.08,145884
sim_32000.2,256000000,GraftM,nuc,4,0:06.71,115140
sim_32000.2,66204948,GraftM,aa,4,0:03.12,115728
sim_32000.2,256000000,GraftM,nuc,4,0:08.59,167688
sim_32000.2,66204948,GraftM,aa,4,0:04.85,167684
sim_32000.2,256000000,GraftM,nuc,4,0:06.60,114852
sim_32000.2,66204948,GraftM,aa,4,0:03.25,116160
sim_32000.2,256000000,GraftM,nuc,4,0:07.34,180132
sim_32000.2,66204948,GraftM,aa,4,0:04.03,180132
sim_32000.2,256000000,GraftM,nuc,4,0:08.55,115384
sim_32000.2,66204948,GraftM,aa,4,0:04.87,116160
sim_32000.2,256000000,GraftM,nuc,4,0:06.52,115288
sim_32000.2,66204948,GraftM,aa,4,0:03.14,116072
sim_32000.2,256000000,GraftM,nuc,4,0:05.95,114944
sim_32000.2,66204948,GraftM,aa,4,0:02.57,115640
sim_32000.2,256000000,GraftM,nuc,4,0:05.29,116020
sim_32000.2,66204948,GraftM,aa,4,0:01.97,115648
sim_32000.2,256000000,GraftM,nuc,4,0:05.53,114564
sim_32000.2,66204948,GraftM,aa,4,0:02.09,115608
sim_32000.2,256000000,GraftM,nuc,4,0:04.83,115844
sim_32000.2,66204948,GraftM,aa,4,0:01.51,115580
sim_32000.2,256000000,GraftM,nuc,4,0:05.61,116024
sim_32000.2,66204948,GraftM,aa,4,0:02.17,115924
sim_32000.2,256000000,GraftM,nuc,4,0:11.69,115700
sim_32000.2,66204948,GraftM,aa,4,0:07.89,116424
sim_32000.2,256000000,GraftM,nuc,4,0:05.15,115988
sim_32000.2,66204948,GraftM,aa,4,0:01.79,115892
sim_32000.2,256000000,GraftM,nuc,4,0:06.58,115372
sim_32000.2,66204948,GraftM,aa,4,0:02.92,115892
sim_32000.2,256000000,GraftM,nuc,4,0:12.42,116640
sim_32000.2,66204948,GraftM,aa,4,0:07.88,115480
sim_32000.2,256000000,GraftM,nuc,4,0:15.25,376880
sim_32000.2,66204948,GraftM,aa,4,0:10.69,376860
sim_32000.2,256000000,GraftM,nuc,4,0:23.41,772128
sim_32000.2,66204948,GraftM,aa,4,0:19.01,772288
sim_3200.1,25592000,TreeSAPP,nuc,16,1:42.95,1428408
sim_3200.1,6608589,TreeSAPP,aa,16,1:29.98,1428268
sim_3200.1,25592000,GraftM,nuc,16,0:01.48,115544
sim_3200.1,6608589,GraftM,aa,16,0:01.10,115464
sim_3200.1,25592000,GraftM,nuc,16,0:02.56,144740
sim_3200.1,6608589,GraftM,aa,16,0:02.18,144736
sim_3200.1,25592000,GraftM,nuc,16,0:01.57,115992
sim_3200.1,6608589,GraftM,aa,16,0:01.15,115692
sim_3200.1,25592000,GraftM,nuc,16,0:02.73,169148
sim_3200.1,6608589,GraftM,aa,16,0:02.32,169124
sim_3200.1,25592000,GraftM,nuc,16,0:01.67,115756
sim_3200.1,6608589,GraftM,aa,16,0:01.35,115764
sim_3200.1,25592000,GraftM,nuc,16,0:02.67,180028
sim_3200.1,6608589,GraftM,aa,16,0:02.29,180004
sim_3200.1,25592000,GraftM,nuc,16,0:01.82,115840
sim_3200.1,6608589,GraftM,aa,16,0:01.44,115804
sim_3200.1,25592000,GraftM,nuc,16,0:01.90,116000
sim_3200.1,6608589,GraftM,aa,16,0:01.55,115752
sim_3200.1,25592000,GraftM,nuc,16,0:01.40,115500
sim_3200.1,6608589,GraftM,aa,16,0:01.04,115544
sim_3200.1,25592000,GraftM,nuc,16,0:01.41,115652
sim_3200.1,6608589,GraftM,aa,16,0:01.07,115668
sim_3200.1,25592000,GraftM,nuc,16,0:01.32,115548
sim_3200.1,6608589,GraftM,aa,16,0:00.92,115468
sim_3200.1,25592000,GraftM,nuc,16,0:01.23,115688
sim_3200.1,6608589,GraftM,aa,16,0:00.86,115424
sim_3200.1,25592000,GraftM,nuc,16,0:01.63,115932
sim_3200.1,6608589,GraftM,aa,16,0:01.22,115852
sim_3200.1,25592000,GraftM,nuc,16,0:01.88,115648
sim_3200.1,6608589,GraftM,aa,16,0:01.43,115604
sim_3200.1,25592000,GraftM,nuc,16,0:01.44,115780
sim_3200.1,6608589,GraftM,aa,16,0:01.05,115608
sim_3200.1,25592000,GraftM,nuc,16,0:01.68,115684
sim_3200.1,6608589,GraftM,aa,16,0:01.31,115344
sim_3200.1,25592000,GraftM,nuc,16,0:01.67,115484
sim_3200.1,6608589,GraftM,aa,16,0:01.21,115692
sim_3200.1,25592000,GraftM,nuc,16,0:04.36,376452
sim_3200.1,6608589,GraftM,aa,16,0:03.86,376460
sim_3200.1,25592000,GraftM,nuc,16,0:06.26,754388
sim_3200.1,6608589,GraftM,aa,16,0:05.91,754384
sim_3200.1,25592000,TreeSAPP,nuc,8,1:47.98,1426264
sim_3200.1,6608589,TreeSAPP,aa,8,1:29.91,1425300
sim_3200.1,25592000,GraftM,nuc,8,0:01.43,115596
sim_3200.1,6608589,GraftM,aa,8,0:01.09,115472
sim_3200.1,25592000,GraftM,nuc,8,0:02.57,144768
sim_3200.1,6608589,GraftM,aa,8,0:02.17,144764
sim_3200.1,25592000,GraftM,nuc,8,0:01.53,115612
sim_3200.1,6608589,GraftM,aa,8,0:01.17,115696
sim_3200.1,25592000,GraftM,nuc,8,0:02.72,169116
sim_3200.1,6608589,GraftM,aa,8,0:02.26,169116
sim_3200.1,25592000,GraftM,nuc,8,0:01.80,115836
sim_3200.1,6608589,GraftM,aa,8,0:01.43,115732
sim_3200.1,25592000,GraftM,nuc,8,0:02.70,180012
sim_3200.1,6608589,GraftM,aa,8,0:02.30,180020
sim_3200.1,25592000,GraftM,nuc,8,0:01.91,115352
sim_3200.1,6608589,GraftM,aa,8,0:01.58,116044
sim_3200.1,25592000,GraftM,nuc,8,0:01.88,115968
sim_3200.1,6608589,GraftM,aa,8,0:01.52,115820
sim_3200.1,25592000,GraftM,nuc,8,0:01.39,115124
sim_3200.1,6608589,GraftM,aa,8,0:01.04,115476
sim_3200.1,25592000,GraftM,nuc,8,0:01.42,115796
sim_3200.1,6608589,GraftM,aa,8,0:01.07,115424
sim_3200.1,25592000,GraftM,nuc,8,0:01.29,115548
sim_3200.1,6608589,GraftM,aa,8,0:00.95,115356
sim_3200.1,25592000,GraftM,nuc,8,0:01.22,115248
sim_3200.1,6608589,GraftM,aa,8,0:00.86,115500
sim_3200.1,25592000,GraftM,nuc,8,0:01.63,115716
sim_3200.1,6608589,GraftM,aa,8,0:01.25,115944
sim_3200.1,25592000,GraftM,nuc,8,0:01.88,115564
sim_3200.1,6608589,GraftM,aa,8,0:01.41,115788
sim_3200.1,25592000,GraftM,nuc,8,0:01.41,115820
sim_3200.1,6608589,GraftM,aa,8,0:01.03,115796
sim_3200.1,25592000,GraftM,nuc,8,0:01.65,115388
sim_3200.1,6608589,GraftM,aa,8,0:01.33,115792
sim_3200.1,25592000,GraftM,nuc,8,0:01.79,115424
sim_3200.1,6608589,GraftM,aa,8,0:01.31,115568
sim_3200.1,25592000,GraftM,nuc,8,0:04.27,376456
sim_3200.1,6608589,GraftM,aa,8,0:03.83,376456
sim_3200.1,25592000,GraftM,nuc,8,0:06.26,754392
sim_3200.1,6608589,GraftM,aa,8,0:05.71,754388
sim_3200.1,25592000,TreeSAPP,nuc,4,2:04.43,1422256
sim_3200.1,6608589,TreeSAPP,aa,4,1:31.09,1423072
sim_3200.1,25592000,GraftM,nuc,4,0:01.50,115296
sim_3200.1,6608589,GraftM,aa,4,0:01.15,115508
sim_3200.1,25592000,GraftM,nuc,4,0:02.65,144720
sim_3200.1,6608589,GraftM,aa,4,0:02.22,144720
sim_3200.1,25592000,GraftM,nuc,4,0:01.48,115704
sim_3200.1,6608589,GraftM,aa,4,0:01.13,115928
sim_3200.1,25592000,GraftM,nuc,4,0:02.69,169064
sim_3200.1,6608589,GraftM,aa,4,0:02.36,169060
sim_3200.1,25592000,GraftM,nuc,4,0:01.97,115800
sim_3200.1,6608589,GraftM,aa,4,0:01.61,115628
sim_3200.1,25592000,GraftM,nuc,4,0:02.80,179992
sim_3200.1,6608589,GraftM,aa,4,0:02.46,180024
sim_3200.1,25592000,GraftM,nuc,4,0:02.05,115784
sim_3200.1,6608589,GraftM,aa,4,0:01.71,116020
sim_3200.1,25592000,GraftM,nuc,4,0:01.99,116212
sim_3200.1,6608589,GraftM,aa,4,0:01.56,116008
sim_3200.1,25592000,GraftM,nuc,4,0:01.39,115464
sim_3200.1,6608589,GraftM,aa,4,0:01.03,115632
