tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7
Root,Root,root,Root,Root,,,,,,,,
r__Root,Root,rank_0,r__Root,Root,r__Root,,,,,,,
d__Bacteria,r__Root,rank_1,d__Bacteria,Root,r__Root,d__Bacteria,,,,,,
p__Acidobacteria,d__Bacteria,rank_2,p__Acidobacteria,Root,r__Root,d__Bacteria,p__Acidobacteria,,,,,
c__Acidobacteriia,p__Acidobacteria,rank_3,c__Acidobacteriia,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,,,,
o__Acidobacteriales,c__Acidobacteriia,rank_4,o__Acidobacteriales,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,,,
f__Acidobacteriaceae,o__Acidobacteriales,rank_5,f__Acidobacteriaceae,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,,
g__Acidobacterium,f__Acidobacteriaceae,rank_6,g__Acidobacterium,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Acidobacterium,
s__Acidobacterium_ailaaui,g__Acidobacterium,rank_7,s__Acidobacterium_ailaaui,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Acidobacterium,s__Acidobacterium_ailaaui
g__Candidatus_Koribacter,f__Acidobacteriaceae,rank_6,g__Candidatus_Koribacter,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Candidatus_Koribacter,
s__Candidatus_Koribacter_versatilis,g__Candidatus_Koribacter,rank_7,s__Candidatus_Koribacter_versatilis,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Candidatus_Koribacter,s__Candidatus_Koribacter_versatilis
g__Granulicella,f__Acidobacteriaceae,rank_6,g__Granulicella,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Granulicella,
s__Granulicella_mallensis,g__Granulicella,rank_7,s__Granulicella_mallensis,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Granulicella,s__Granulicella_mallensis
g__Terriglobus,f__Acidobacteriaceae,rank_6,g__Terriglobus,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Terriglobus,
s__Terriglobus_saanensis,g__Terriglobus,rank_7,s__Terriglobus_saanensis,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Terriglobus,s__Terriglobus_saanensis
o__Bryobacterales,c__Acidobacteriia,rank_4,o__Bryobacterales,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Bryobacterales,,,
f__Bryobacteraceae,o__Bryobacterales,rank_5,f__Bryobacteraceae,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Bryobacterales,f__Bryobacteraceae,,
g__Bryobacter,f__Bryobacteraceae,rank_6,g__Bryobacter,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Bryobacterales,f__Bryobacteraceae,g__Bryobacter,
s__Bryobacter_aggregatus,g__Bryobacter,rank_7,s__Bryobacter_aggregatus,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Bryobacterales,f__Bryobacteraceae,g__Bryobacter,s__Bryobacter_aggregatus
f__Solibacteraceae,o__Bryobacterales,rank_5,f__Solibacteraceae,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Bryobacterales,f__Solibacteraceae,,
g__Candidatus_Solibacter,f__Solibacteraceae,rank_6,g__Candidatus_Solibacter,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Bryobacterales,f__Solibacteraceae,g__Candidatus_Solibacter,
s__Candidatus_Solibacter_usitatus,g__Candidatus_Solibacter,rank_7,s__Candidatus_Solibacter_usitatus,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Bryobacterales,f__Solibacteraceae,g__Candidatus_Solibacter,s__Candidatus_Solibacter_usitatus
c__Holophagae,p__Acidobacteria,rank_3,c__Holophagae,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Holophagae,,,,
o__Holophagales,c__Holophagae,rank_4,o__Holophagales,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,,,
f__Holophagaceae,o__Holophagales,rank_5,f__Holophagaceae,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__Holophagaceae,,
g__Geothrix,f__Holophagaceae,rank_6,g__Geothrix,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__Holophagaceae,g__Geothrix,
s__Geothrix_fermentans,g__Geothrix,rank_7,s__Geothrix_fermentans,Root,r__Root,d__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__Holophagaceae,g__Geothrix,s__Geothrix_fermentans
p__Actinobacteria,d__Bacteria,rank_2,p__Actinobacteria,Root,r__Root,d__Bacteria,p__Actinobacteria,,,,,
c__Acidimicrobiia,p__Actinobacteria,rank_3,c__Acidimicrobiia,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,,,,
o__Acidimicrobiales,c__Acidimicrobiia,rank_4,o__Acidimicrobiales,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,,,
f__Acidimicrobiaceae,o__Acidimicrobiales,rank_5,f__Acidimicrobiaceae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,,
g__Ferrimicrobium,f__Acidimicrobiaceae,rank_6,g__Ferrimicrobium,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,g__Ferrimicrobium,
s__Ferrimicrobium_acidiphilum,g__Ferrimicrobium,rank_7,s__Ferrimicrobium_acidiphilum,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,g__Ferrimicrobium,s__Ferrimicrobium_acidiphilum
f__Ilumatobacteraceae,o__Acidimicrobiales,rank_5,f__Ilumatobacteraceae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,,
g__Ilumatobacter,f__Ilumatobacteraceae,rank_6,g__Ilumatobacter,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,g__Ilumatobacter,
s__Ilumatobacter_coccineus,g__Ilumatobacter,rank_7,s__Ilumatobacter_coccineus,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,g__Ilumatobacter,s__Ilumatobacter_coccineus
f__Microthrixaceae,o__Acidimicrobiales,rank_5,f__Microthrixaceae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Microthrixaceae,,
g__Candidatus_Microthrix,f__Microthrixaceae,rank_6,g__Candidatus_Microthrix,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Microthrixaceae,g__Candidatus_Microthrix,
s__Candidatus_Microthrix_parvicella,g__Candidatus_Microthrix,rank_7,s__Candidatus_Microthrix_parvicella,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Microthrixaceae,g__Candidatus_Microthrix,s__Candidatus_Microthrix_parvicella
c__Actinomycetia,p__Actinobacteria,rank_3,c__Actinomycetia,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,,,,
o__Actinomycetales,c__Actinomycetia,rank_4,o__Actinomycetales,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,,,
f__Actinomycetaceae,o__Actinomycetales,rank_5,f__Actinomycetaceae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,,
g__Actinobaculum,f__Actinomycetaceae,rank_6,g__Actinobaculum,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinobaculum,
s__Actinobaculum_massiliense,g__Actinobaculum,rank_7,s__Actinobaculum_massiliense,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinobaculum,s__Actinobaculum_massiliense
s__Actinobaculum_sp._oral_taxon_183,g__Actinobaculum,rank_7,s__Actinobaculum_sp._oral_taxon_183,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinobaculum,s__Actinobaculum_sp._oral_taxon_183
g__Actinomyces,f__Actinomycetaceae,rank_6,g__Actinomyces,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,
s__Actinomyces_dentalis,g__Actinomyces,rank_7,s__Actinomyces_dentalis,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces_dentalis
s__Actinomyces_massiliensis,g__Actinomyces,rank_7,s__Actinomyces_massiliensis,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces_massiliensis
s__Actinomyces_sp._oral_taxon_848,g__Actinomyces,rank_7,s__Actinomyces_sp._oral_taxon_848,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces_sp._oral_taxon_848
g__Actinotignum,f__Actinomycetaceae,rank_6,g__Actinotignum,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinotignum,
s__Actinotignum_schaalii,g__Actinotignum,rank_7,s__Actinotignum_schaalii,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinotignum,s__Actinotignum_schaalii
s__Actinotignum_urinale,g__Actinotignum,rank_7,s__Actinotignum_urinale,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinotignum,s__Actinotignum_urinale
g__Arcanobacterium,f__Actinomycetaceae,rank_6,g__Arcanobacterium,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Arcanobacterium,
s__Arcanobacterium_haemolyticum,g__Arcanobacterium,rank_7,s__Arcanobacterium_haemolyticum,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Arcanobacterium,s__Arcanobacterium_haemolyticum
g__Fannyhessea,f__Actinomycetaceae,rank_6,g__Fannyhessea,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Fannyhessea,
s__Fannyhessea_vaginae,g__Fannyhessea,rank_7,s__Fannyhessea_vaginae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Fannyhessea,s__Fannyhessea_vaginae
g__Gleimia,f__Actinomycetaceae,rank_6,g__Gleimia,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Gleimia,
s__Gleimia_europaea,g__Gleimia,rank_7,s__Gleimia_europaea,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Gleimia,s__Gleimia_europaea
g__Mobiluncus,f__Actinomycetaceae,rank_6,g__Mobiluncus,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Mobiluncus,
s__Mobiluncus_mulieris,g__Mobiluncus,rank_7,s__Mobiluncus_mulieris,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Mobiluncus,s__Mobiluncus_mulieris
g__Schaalia,f__Actinomycetaceae,rank_6,g__Schaalia,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Schaalia,
s__Schaalia_vaccimaxillae,g__Schaalia,rank_7,s__Schaalia_vaccimaxillae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Schaalia,s__Schaalia_vaccimaxillae
g__Varibaculum,f__Actinomycetaceae,rank_6,g__Varibaculum,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Varibaculum,
s__Varibaculum_cambriense,g__Varibaculum,rank_7,s__Varibaculum_cambriense,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Varibaculum,s__Varibaculum_cambriense
g__Winkia,f__Actinomycetaceae,rank_6,g__Winkia,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Winkia,
s__Winkia_neuii,g__Winkia,rank_7,s__Winkia_neuii,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Winkia,s__Winkia_neuii
o__Actinopolysporales,c__Actinomycetia,rank_4,o__Actinopolysporales,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinopolysporales,,,
f__Actinopolysporaceae,o__Actinopolysporales,rank_5,f__Actinopolysporaceae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinopolysporales,f__Actinopolysporaceae,,
g__Actinopolyspora,f__Actinopolysporaceae,rank_6,g__Actinopolyspora,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinopolysporales,f__Actinopolysporaceae,g__Actinopolyspora,
s__Actinopolyspora_halophila,g__Actinopolyspora,rank_7,s__Actinopolyspora_halophila,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinopolysporales,f__Actinopolysporaceae,g__Actinopolyspora,s__Actinopolyspora_halophila
o__Bifidobacteriales,c__Actinomycetia,rank_4,o__Bifidobacteriales,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,,,
f__Bifidobacteriaceae,o__Bifidobacteriales,rank_5,f__Bifidobacteriaceae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,,
g__Bifidobacterium,f__Bifidobacteriaceae,rank_6,g__Bifidobacterium,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,
s__Bifidobacterium_bifidum,g__Bifidobacterium,rank_7,s__Bifidobacterium_bifidum,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_bifidum
g__Scardovia,f__Bifidobacteriaceae,rank_6,g__Scardovia,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Scardovia,
s__Scardovia_inopinata,g__Scardovia,rank_7,s__Scardovia_inopinata,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Scardovia,s__Scardovia_inopinata
o__Catenulisporales,c__Actinomycetia,rank_4,o__Catenulisporales,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Catenulisporales,,,
f__Catenulisporaceae,o__Catenulisporales,rank_5,f__Catenulisporaceae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Catenulisporales,f__Catenulisporaceae,,
g__Catenulispora,f__Catenulisporaceae,rank_6,g__Catenulispora,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Catenulisporales,f__Catenulisporaceae,g__Catenulispora,
s__Catenulispora_acidiphila,g__Catenulispora,rank_7,s__Catenulispora_acidiphila,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Catenulisporales,f__Catenulisporaceae,g__Catenulispora,s__Catenulispora_acidiphila
o__Corynebacteriales,c__Actinomycetia,rank_4,o__Corynebacteriales,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,,,
f__Corynebacteriaceae,o__Corynebacteriales,rank_5,f__Corynebacteriaceae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Corynebacteriaceae,,
g__Corynebacterium,f__Corynebacteriaceae,rank_6,g__Corynebacterium,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,
s__Corynebacterium_ihumii,g__Corynebacterium,rank_7,s__Corynebacterium_ihumii,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_ihumii
s__Corynebacterium_jeikeium,g__Corynebacterium,rank_7,s__Corynebacterium_jeikeium,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_jeikeium
s__Corynebacterium_urealyticum,g__Corynebacterium,rank_7,s__Corynebacterium_urealyticum,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_urealyticum
f__Mycobacteriaceae,o__Corynebacteriales,rank_5,f__Mycobacteriaceae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Mycobacteriaceae,,
g__Mycobacterium,f__Mycobacteriaceae,rank_6,g__Mycobacterium,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,
s__Mycobacterium_asiaticum,g__Mycobacterium,rank_7,s__Mycobacterium_asiaticum,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__Mycobacterium_asiaticum
f__Nocardiaceae,o__Corynebacteriales,rank_5,f__Nocardiaceae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Nocardiaceae,,
g__Nocardia,f__Nocardiaceae,rank_6,g__Nocardia,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Nocardiaceae,g__Nocardia,
s__Nocardia_exalbida,g__Nocardia,rank_7,s__Nocardia_exalbida,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Nocardiaceae,g__Nocardia,s__Nocardia_exalbida
s__Nocardia_sp._BMG51109,g__Nocardia,rank_7,s__Nocardia_sp._BMG51109,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Corynebacteriales,f__Nocardiaceae,g__Nocardia,s__Nocardia_sp._BMG51109
o__Frankiales,c__Actinomycetia,rank_4,o__Frankiales,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Frankiales,,,
f__Frankiaceae,o__Frankiales,rank_5,f__Frankiaceae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Frankiales,f__Frankiaceae,,
g__Frankia,f__Frankiaceae,rank_6,g__Frankia,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Frankiales,f__Frankiaceae,g__Frankia,
s__Frankia_sp._EAN1pec,g__Frankia,rank_7,s__Frankia_sp._EAN1pec,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Frankiales,f__Frankiaceae,g__Frankia,s__Frankia_sp._EAN1pec
o__Geodermatophilales,c__Actinomycetia,rank_4,o__Geodermatophilales,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Geodermatophilales,,,
f__Geodermatophilaceae,o__Geodermatophilales,rank_5,f__Geodermatophilaceae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Geodermatophilales,f__Geodermatophilaceae,,
g__Blastococcus,f__Geodermatophilaceae,rank_6,g__Blastococcus,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Geodermatophilales,f__Geodermatophilaceae,g__Blastococcus,
s__Blastococcus_saxobsidens,g__Blastococcus,rank_7,s__Blastococcus_saxobsidens,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Geodermatophilales,f__Geodermatophilaceae,g__Blastococcus,s__Blastococcus_saxobsidens
s__Candidatus_Blastococcus_massiliensis,g__Blastococcus,rank_7,s__Candidatus_Blastococcus_massiliensis,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Geodermatophilales,f__Geodermatophilaceae,g__Blastococcus,s__Candidatus_Blastococcus_massiliensis
o__Glycomycetales,c__Actinomycetia,rank_4,o__Glycomycetales,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Glycomycetales,,,
f__Glycomycetaceae,o__Glycomycetales,rank_5,f__Glycomycetaceae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Glycomycetales,f__Glycomycetaceae,,
g__Haloglycomyces,f__Glycomycetaceae,rank_6,g__Haloglycomyces,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Glycomycetales,f__Glycomycetaceae,g__Haloglycomyces,
s__Haloglycomyces_albus,g__Haloglycomyces,rank_7,s__Haloglycomyces_albus,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Glycomycetales,f__Glycomycetaceae,g__Haloglycomyces,s__Haloglycomyces_albus
g__Stackebrandtia,f__Glycomycetaceae,rank_6,g__Stackebrandtia,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Glycomycetales,f__Glycomycetaceae,g__Stackebrandtia,
s__Stackebrandtia_nassauensis,g__Stackebrandtia,rank_7,s__Stackebrandtia_nassauensis,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Glycomycetales,f__Glycomycetaceae,g__Stackebrandtia,s__Stackebrandtia_nassauensis
o__Kineosporiales,c__Actinomycetia,rank_4,o__Kineosporiales,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Kineosporiales,,,
f__Kineosporiaceae,o__Kineosporiales,rank_5,f__Kineosporiaceae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Kineosporiales,f__Kineosporiaceae,,
g__Kineococcus,f__Kineosporiaceae,rank_6,g__Kineococcus,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Kineosporiales,f__Kineosporiaceae,g__Kineococcus,
s__Kineococcus_radiotolerans,g__Kineococcus,rank_7,s__Kineococcus_radiotolerans,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Kineosporiales,f__Kineosporiaceae,g__Kineococcus,s__Kineococcus_radiotolerans
o__Micrococcales,c__Actinomycetia,rank_4,o__Micrococcales,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,,,
f__Brevibacteriaceae,o__Micrococcales,rank_5,f__Brevibacteriaceae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Brevibacteriaceae,,
g__Brevibacterium,f__Brevibacteriaceae,rank_6,g__Brevibacterium,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Brevibacteriaceae,g__Brevibacterium,
s__Brevibacterium_linens,g__Brevibacterium,rank_7,s__Brevibacterium_linens,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium_linens
s__Brevibacterium_mcbrellneri,g__Brevibacterium,rank_7,s__Brevibacterium_mcbrellneri,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium_mcbrellneri
s__Brevibacterium_ravenspurgense,g__Brevibacterium,rank_7,s__Brevibacterium_ravenspurgense,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium_ravenspurgense
s__Brevibacterium_senegalense,g__Brevibacterium,rank_7,s__Brevibacterium_senegalense,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium_senegalense
f__Cellulomonadaceae,o__Micrococcales,rank_5,f__Cellulomonadaceae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Cellulomonadaceae,,
g__Cellulomonas,f__Cellulomonadaceae,rank_6,g__Cellulomonas,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Cellulomonadaceae,g__Cellulomonas,
s__Cellulomonas_flavigena,g__Cellulomonas,rank_7,s__Cellulomonas_flavigena,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Cellulomonadaceae,g__Cellulomonas,s__Cellulomonas_flavigena
s__Cellulomonas_massiliensis,g__Cellulomonas,rank_7,s__Cellulomonas_massiliensis,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Cellulomonadaceae,g__Cellulomonas,s__Cellulomonas_massiliensis
g__Paraoerskovia,f__Cellulomonadaceae,rank_6,g__Paraoerskovia,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Cellulomonadaceae,g__Paraoerskovia,
s__Paraoerskovia_marina,g__Paraoerskovia,rank_7,s__Paraoerskovia_marina,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Cellulomonadaceae,g__Paraoerskovia,s__Paraoerskovia_marina
f__Demequinaceae,o__Micrococcales,rank_5,f__Demequinaceae,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Demequinaceae,,
g__Demequina,f__Demequinaceae,rank_6,g__Demequina,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Demequinaceae,g__Demequina,
s__Demequina_mangrovi,g__Demequina,rank_7,s__Demequina_mangrovi,Root,r__Root,d__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Demequinaceae,g__Demequina,s__Demequina_mangrovi
