tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7
g__Deferribacter,f__Deferribacteraceae,rank_6,g__Deferribacter,Root,r__Root,d__Bacteria,p__Deferribacteres,c__Deferribacteres,o__Deferribacterales,f__Deferribacteraceae,g__Deferribacter,
s__Deferribacter_desulfuricans,g__Deferribacter,rank_7,s__Deferribacter_desulfuricans,Root,r__Root,d__Bacteria,p__Deferribacteres,c__Deferribacteres,o__Deferribacterales,f__Deferribacteraceae,g__Deferribacter,s__Deferribacter_desulfuricans
g__Denitrovibrio,f__Deferribacteraceae,rank_6,g__Denitrovibrio,Root,r__Root,d__Bacteria,p__Deferribacteres,c__Deferribacteres,o__Deferribacterales,f__Deferribacteraceae,g__Denitrovibrio,
s__Denitrovibrio_acetiphilus,g__Denitrovibrio,rank_7,s__Denitrovibrio_acetiphilus,Root,r__Root,d__Bacteria,p__Deferribacteres,c__Deferribacteres,o__Deferribacterales,f__Deferribacteraceae,g__Denitrovibrio,s__Denitrovibrio_acetiphilus
g__Flexistipes,f__Deferribacteraceae,rank_6,g__Flexistipes,Root,r__Root,d__Bacteria,p__Deferribacteres,c__Deferribacteres,o__Deferribacterales,f__Deferribacteraceae,g__Flexistipes,
s__Flexistipes_sinusarabici,g__Flexistipes,rank_7,s__Flexistipes_sinusarabici,Root,r__Root,d__Bacteria,p__Deferribacteres,c__Deferribacteres,o__Deferribacterales,f__Deferribacteraceae,g__Flexistipes,s__Flexistipes_sinusarabici
g__Geovibrio,f__Deferribacteraceae,rank_6,g__Geovibrio,Root,r__Root,d__Bacteria,p__Deferribacteres,c__Deferribacteres,o__Deferribacterales,f__Deferribacteraceae,g__Geovibrio,
s__Geovibrio_sp._L21-Ace-BES,g__Geovibrio,rank_7,s__Geovibrio_sp._L21-Ace-BES,Root,r__Root,d__Bacteria,p__Deferribacteres,c__Deferribacteres,o__Deferribacterales,f__Deferribacteraceae,g__Geovibrio,s__Geovibrio_sp._L21-Ace-BES
g__Mucispirillum,f__Deferribacteraceae,rank_6,g__Mucispirillum,Root,r__Root,d__Bacteria,p__Deferribacteres,c__Deferribacteres,o__Deferribacterales,f__Deferribacteraceae,g__Mucispirillum,
s__Mucispirillum_schaedleri,g__Mucispirillum,rank_7,s__Mucispirillum_schaedleri,Root,r__Root,d__Bacteria,p__Deferribacteres,c__Deferribacteres,o__Deferribacterales,f__Deferribacteraceae,g__Mucispirillum,s__Mucispirillum_schaedleri
p__Deinococcus-Thermus,d__Bacteria,rank_2,p__Deinococcus-Thermus,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,,,,,
c__Deinococci,p__Deinococcus-Thermus,rank_3,c__Deinococci,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,,,,
o__Deinococcales,c__Deinococci,rank_4,o__Deinococcales,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,,,
f__Deinococcaceae,o__Deinococcales,rank_5,f__Deinococcaceae,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae,,
g__Deinococcus,f__Deinococcaceae,rank_6,g__Deinococcus,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,
s__Deinococcus_misasensis,g__Deinococcus,rank_7,s__Deinococcus_misasensis,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__Deinococcus_misasensis
s__Deinococcus_peraridilitoris,g__Deinococcus,rank_7,s__Deinococcus_peraridilitoris,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__Deinococcus_peraridilitoris
s__Deinococcus_phoenicis,g__Deinococcus,rank_7,s__Deinococcus_phoenicis,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__Deinococcus_phoenicis
o__Thermales,c__Deinococci,rank_4,o__Thermales,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Thermales,,,
f__Thermaceae,o__Thermales,rank_5,f__Thermaceae,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Thermales,f__Thermaceae,,
g__Marinithermus,f__Thermaceae,rank_6,g__Marinithermus,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Thermales,f__Thermaceae,g__Marinithermus,
s__Marinithermus_hydrothermalis,g__Marinithermus,rank_7,s__Marinithermus_hydrothermalis,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Thermales,f__Thermaceae,g__Marinithermus,s__Marinithermus_hydrothermalis
g__Meiothermus,f__Thermaceae,rank_6,g__Meiothermus,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Thermales,f__Thermaceae,g__Meiothermus,
s__Meiothermus_ruber,g__Meiothermus,rank_7,s__Meiothermus_ruber,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Thermales,f__Thermaceae,g__Meiothermus,s__Meiothermus_ruber
g__Oceanithermus,f__Thermaceae,rank_6,g__Oceanithermus,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Thermales,f__Thermaceae,g__Oceanithermus,
s__Oceanithermus_profundus,g__Oceanithermus,rank_7,s__Oceanithermus_profundus,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Thermales,f__Thermaceae,g__Oceanithermus,s__Oceanithermus_profundus
g__Thermus,f__Thermaceae,rank_6,g__Thermus,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Thermales,f__Thermaceae,g__Thermus,
s__Thermus_sp._CCB_US3_UF1,g__Thermus,rank_7,s__Thermus_sp._CCB_US3_UF1,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Thermales,f__Thermaceae,g__Thermus,s__Thermus_sp._CCB_US3_UF1
o__Trueperales,c__Deinococci,rank_4,o__Trueperales,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Trueperales,,,
f__Trueperaceae,o__Trueperales,rank_5,f__Trueperaceae,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Trueperales,f__Trueperaceae,,
g__Truepera,f__Trueperaceae,rank_6,g__Truepera,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Trueperales,f__Trueperaceae,g__Truepera,
s__Truepera_radiovictrix,g__Truepera,rank_7,s__Truepera_radiovictrix,Root,r__Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Trueperales,f__Trueperaceae,g__Truepera,s__Truepera_radiovictrix
p__Dictyoglomi,d__Bacteria,rank_2,p__Dictyoglomi,Root,r__Root,d__Bacteria,p__Dictyoglomi,,,,,
c__Dictyoglomia,p__Dictyoglomi,rank_3,c__Dictyoglomia,Root,r__Root,d__Bacteria,p__Dictyoglomi,c__Dictyoglomia,,,,
o__Dictyoglomales,c__Dictyoglomia,rank_4,o__Dictyoglomales,Root,r__Root,d__Bacteria,p__Dictyoglomi,c__Dictyoglomia,o__Dictyoglomales,,,
f__Dictyoglomaceae,o__Dictyoglomales,rank_5,f__Dictyoglomaceae,Root,r__Root,d__Bacteria,p__Dictyoglomi,c__Dictyoglomia,o__Dictyoglomales,f__Dictyoglomaceae,,
g__Dictyoglomus,f__Dictyoglomaceae,rank_6,g__Dictyoglomus,Root,r__Root,d__Bacteria,p__Dictyoglomi,c__Dictyoglomia,o__Dictyoglomales,f__Dictyoglomaceae,g__Dictyoglomus,
s__Dictyoglomus_thermophilum,g__Dictyoglomus,rank_7,s__Dictyoglomus_thermophilum,Root,r__Root,d__Bacteria,p__Dictyoglomi,c__Dictyoglomia,o__Dictyoglomales,f__Dictyoglomaceae,g__Dictyoglomus,s__Dictyoglomus_thermophilum
p__Fibrobacteres,d__Bacteria,rank_2,p__Fibrobacteres,Root,r__Root,d__Bacteria,p__Fibrobacteres,,,,,
c__Chitinivibrionia,p__Fibrobacteres,rank_3,c__Chitinivibrionia,Root,r__Root,d__Bacteria,p__Fibrobacteres,c__Chitinivibrionia,,,,
o__Chitinivibrionales,c__Chitinivibrionia,rank_4,o__Chitinivibrionales,Root,r__Root,d__Bacteria,p__Fibrobacteres,c__Chitinivibrionia,o__Chitinivibrionales,,,
f__Chitinivibrionaceae,o__Chitinivibrionales,rank_5,f__Chitinivibrionaceae,Root,r__Root,d__Bacteria,p__Fibrobacteres,c__Chitinivibrionia,o__Chitinivibrionales,f__Chitinivibrionaceae,,
g__Chitinivibrio,f__Chitinivibrionaceae,rank_6,g__Chitinivibrio,Root,r__Root,d__Bacteria,p__Fibrobacteres,c__Chitinivibrionia,o__Chitinivibrionales,f__Chitinivibrionaceae,g__Chitinivibrio,
s__Chitinivibrio_alkaliphilus,g__Chitinivibrio,rank_7,s__Chitinivibrio_alkaliphilus,Root,r__Root,d__Bacteria,p__Fibrobacteres,c__Chitinivibrionia,o__Chitinivibrionales,f__Chitinivibrionaceae,g__Chitinivibrio,s__Chitinivibrio_alkaliphilus
c__Fibrobacteria,p__Fibrobacteres,rank_3,c__Fibrobacteria,Root,r__Root,d__Bacteria,p__Fibrobacteres,c__Fibrobacteria,,,,
o__Fibrobacterales,c__Fibrobacteria,rank_4,o__Fibrobacterales,Root,r__Root,d__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__Fibrobacterales,,,
f__Fibrobacteraceae,o__Fibrobacterales,rank_5,f__Fibrobacteraceae,Root,r__Root,d__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,,
g__Fibrobacter,f__Fibrobacteraceae,rank_6,g__Fibrobacter,Root,r__Root,d__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__Fibrobacter,
s__Fibrobacter_succinogenes,g__Fibrobacter,rank_7,s__Fibrobacter_succinogenes,Root,r__Root,d__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__Fibrobacter,s__Fibrobacter_succinogenes
p__Firmicutes,d__Bacteria,rank_2,p__Firmicutes,Root,r__Root,d__Bacteria,p__Firmicutes,,,,,
c__Bacilli,p__Firmicutes,rank_3,c__Bacilli,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,,,,
o__Bacillales,c__Bacilli,rank_4,o__Bacillales,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,,,
f__Alicyclobacillaceae,o__Bacillales,rank_5,f__Alicyclobacillaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,,
g__Alicyclobacillus,f__Alicyclobacillaceae,rank_6,g__Alicyclobacillus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Alicyclobacillus,
s__Alicyclobacillus_acidocaldarius,g__Alicyclobacillus,rank_7,s__Alicyclobacillus_acidocaldarius,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Alicyclobacillus,s__Alicyclobacillus_acidocaldarius
s__Alicyclobacillus_contaminans,g__Alicyclobacillus,rank_7,s__Alicyclobacillus_contaminans,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Alicyclobacillus,s__Alicyclobacillus_contaminans
s__Alicyclobacillus_macrosporangiidus,g__Alicyclobacillus,rank_7,s__Alicyclobacillus_macrosporangiidus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Alicyclobacillus,s__Alicyclobacillus_macrosporangiidus
g__Effusibacillus,f__Alicyclobacillaceae,rank_6,g__Effusibacillus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Effusibacillus,
s__Effusibacillus_pohliae,g__Effusibacillus,rank_7,s__Effusibacillus_pohliae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Effusibacillus,s__Effusibacillus_pohliae
g__Kyrpidia,f__Alicyclobacillaceae,rank_6,g__Kyrpidia,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Kyrpidia,
s__Kyrpidia_tusciae,g__Kyrpidia,rank_7,s__Kyrpidia_tusciae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Kyrpidia,s__Kyrpidia_tusciae
g__Tumebacillus,f__Alicyclobacillaceae,rank_6,g__Tumebacillus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Tumebacillus,
s__Tumebacillus_flagellatus,g__Tumebacillus,rank_7,s__Tumebacillus_flagellatus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Tumebacillus,s__Tumebacillus_flagellatus
f__Bacillaceae,o__Bacillales,rank_5,f__Bacillaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,,
g__Alkalicoccus,f__Bacillaceae,rank_6,g__Alkalicoccus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Alkalicoccus,
s__Alkalicoccus_chagannorensis,g__Alkalicoccus,rank_7,s__Alkalicoccus_chagannorensis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Alkalicoccus,s__Alkalicoccus_chagannorensis
g__Alkalihalobacillus,f__Bacillaceae,rank_6,g__Alkalihalobacillus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Alkalihalobacillus,
s__Alkalihalobacillus_alcalophilus,g__Alkalihalobacillus,rank_7,s__Alkalihalobacillus_alcalophilus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Alkalihalobacillus,s__Alkalihalobacillus_alcalophilus
s__Alkalihalobacillus_pseudofirmus,g__Alkalihalobacillus,rank_7,s__Alkalihalobacillus_pseudofirmus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Alkalihalobacillus,s__Alkalihalobacillus_pseudofirmus
g__Anoxybacillus,f__Bacillaceae,rank_6,g__Anoxybacillus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Anoxybacillus,
s__Anoxybacillus_tepidamans,g__Anoxybacillus,rank_7,s__Anoxybacillus_tepidamans,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Anoxybacillus,s__Anoxybacillus_tepidamans
g__Bacillus,f__Bacillaceae,rank_6,g__Bacillus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,
s__Bacillus_aidingensis,g__Bacillus,rank_7,s__Bacillus_aidingensis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_aidingensis
s__Bacillus_andreraoultii,g__Bacillus,rank_7,s__Bacillus_andreraoultii,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_andreraoultii
s__Bacillus_anthracis,g__Bacillus,rank_7,s__Bacillus_anthracis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_anthracis
s__Bacillus_cytotoxicus,g__Bacillus,rank_7,s__Bacillus_cytotoxicus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_cytotoxicus
s__Bacillus_dielmoensis,g__Bacillus,rank_7,s__Bacillus_dielmoensis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_dielmoensis
s__Bacillus_gaemokensis,g__Bacillus,rank_7,s__Bacillus_gaemokensis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_gaemokensis
s__Bacillus_methanolicus,g__Bacillus,rank_7,s__Bacillus_methanolicus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_methanolicus
s__Bacillus_pumilus,g__Bacillus,rank_7,s__Bacillus_pumilus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_pumilus
s__Bacillus_sp._37MA,g__Bacillus,rank_7,s__Bacillus_sp._37MA,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_sp._37MA
s__Bacillus_sp._JCM_19046,g__Bacillus,rank_7,s__Bacillus_sp._JCM_19046,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_sp._JCM_19046
s__Bacillus_vietnamensis,g__Bacillus,rank_7,s__Bacillus_vietnamensis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_vietnamensis
g__Caldalkalibacillus,f__Bacillaceae,rank_6,g__Caldalkalibacillus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Caldalkalibacillus,
s__Caldalkalibacillus_thermarum,g__Caldalkalibacillus,rank_7,s__Caldalkalibacillus_thermarum,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Caldalkalibacillus,s__Caldalkalibacillus_thermarum
g__Caldibacillus,f__Bacillaceae,rank_6,g__Caldibacillus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Caldibacillus,
s__Caldibacillus_thermoamylovorans,g__Caldibacillus,rank_7,s__Caldibacillus_thermoamylovorans,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Caldibacillus,s__Caldibacillus_thermoamylovorans
g__Gracilibacillus,f__Bacillaceae,rank_6,g__Gracilibacillus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Gracilibacillus,
s__Gracilibacillus_boraciitolerans,g__Gracilibacillus,rank_7,s__Gracilibacillus_boraciitolerans,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Gracilibacillus,s__Gracilibacillus_boraciitolerans
s__Gracilibacillus_lacisalsi,g__Gracilibacillus,rank_7,s__Gracilibacillus_lacisalsi,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Gracilibacillus,s__Gracilibacillus_lacisalsi
g__Ornithinibacillus,f__Bacillaceae,rank_6,g__Ornithinibacillus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Ornithinibacillus,
s__Ornithinibacillus_scapharcae,g__Ornithinibacillus,rank_7,s__Ornithinibacillus_scapharcae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Ornithinibacillus,s__Ornithinibacillus_scapharcae
g__Parageobacillus,f__Bacillaceae,rank_6,g__Parageobacillus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Parageobacillus,
s__Parageobacillus_thermoglucosidasius,g__Parageobacillus,rank_7,s__Parageobacillus_thermoglucosidasius,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Parageobacillus,s__Parageobacillus_thermoglucosidasius
g__Priestia,f__Bacillaceae,rank_6,g__Priestia,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Priestia,
s__Priestia_megaterium,g__Priestia,rank_7,s__Priestia_megaterium,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Priestia,s__Priestia_megaterium
g__Salimicrobium,f__Bacillaceae,rank_6,g__Salimicrobium,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Salimicrobium,
s__Salimicrobium_jeotgali,g__Salimicrobium,rank_7,s__Salimicrobium_jeotgali,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Salimicrobium,s__Salimicrobium_jeotgali
g__Salsuginibacillus,f__Bacillaceae,rank_6,g__Salsuginibacillus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Salsuginibacillus,
s__Salsuginibacillus_kocurii,g__Salsuginibacillus,rank_7,s__Salsuginibacillus_kocurii,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Salsuginibacillus,s__Salsuginibacillus_kocurii
g__Virgibacillus,f__Bacillaceae,rank_6,g__Virgibacillus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Virgibacillus,
s__Virgibacillus_massiliensis,g__Virgibacillus,rank_7,s__Virgibacillus_massiliensis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Virgibacillus,s__Virgibacillus_massiliensis
f__Bacillales_Family_X._Incertae_Sedis,o__Bacillales,rank_5,f__Bacillales_Family_X._Incertae_Sedis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillales_Family_X._Incertae_Sedis,,
g__Thermicanus,f__Bacillales_Family_X._Incertae_Sedis,rank_6,g__Thermicanus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillales_Family_X._Incertae_Sedis,g__Thermicanus,
s__Thermicanus_aegyptius,g__Thermicanus,rank_7,s__Thermicanus_aegyptius,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillales_Family_X._Incertae_Sedis,g__Thermicanus,s__Thermicanus_aegyptius
f__Listeriaceae,o__Bacillales,rank_5,f__Listeriaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Listeriaceae,,
g__Listeria,f__Listeriaceae,rank_6,g__Listeria,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Listeriaceae,g__Listeria,
s__Listeria_weihenstephanensis,g__Listeria,rank_7,s__Listeria_weihenstephanensis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Listeriaceae,g__Listeria,s__Listeria_weihenstephanensis
f__Paenibacillaceae,o__Bacillales,rank_5,f__Paenibacillaceae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,,
g__Aneurinibacillus,f__Paenibacillaceae,rank_6,g__Aneurinibacillus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Aneurinibacillus,
s__Aneurinibacillus_aneurinilyticus,g__Aneurinibacillus,rank_7,s__Aneurinibacillus_aneurinilyticus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Aneurinibacillus,s__Aneurinibacillus_aneurinilyticus
g__Brevibacillus,f__Paenibacillaceae,rank_6,g__Brevibacillus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Brevibacillus,
s__Brevibacillus_brevis,g__Brevibacillus,rank_7,s__Brevibacillus_brevis,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Brevibacillus,s__Brevibacillus_brevis
s__Brevibacillus_laterosporus,g__Brevibacillus,rank_7,s__Brevibacillus_laterosporus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Brevibacillus,s__Brevibacillus_laterosporus
g__Cohnella,f__Paenibacillaceae,rank_6,g__Cohnella,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Cohnella,
s__Cohnella_laeviribosi,g__Cohnella,rank_7,s__Cohnella_laeviribosi,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Cohnella,s__Cohnella_laeviribosi
g__Paenibacillus,f__Paenibacillaceae,rank_6,g__Paenibacillus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,
s__Paenibacillus_alvei,g__Paenibacillus,rank_7,s__Paenibacillus_alvei,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus_alvei
s__Paenibacillus_curdlanolyticus,g__Paenibacillus,rank_7,s__Paenibacillus_curdlanolyticus,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus_curdlanolyticus
s__Paenibacillus_peoriae,g__Paenibacillus,rank_7,s__Paenibacillus_peoriae,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus_peoriae
s__Paenibacillus_polymyxa,g__Paenibacillus,rank_7,s__Paenibacillus_polymyxa,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus_polymyxa
s__Paenibacillus_sp._A9,g__Paenibacillus,rank_7,s__Paenibacillus_sp._A9,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus_sp._A9
s__Paenibacillus_sp._FSL_H7-689,g__Paenibacillus,rank_7,s__Paenibacillus_sp._FSL_H7-689,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus_sp._FSL_H7-689
s__Paenibacillus_sp._MAEPY2,g__Paenibacillus,rank_7,s__Paenibacillus_sp._MAEPY2,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus_sp._MAEPY2
s__Paenibacillus_sp._TCA20,g__Paenibacillus,rank_7,s__Paenibacillus_sp._TCA20,Root,r__Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus_sp._TCA20
